State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21. Hoshangabad,Kharif,7,6,0.86,4,4,1,11,9,0.82,19,20,1.05,12,12,1,7,8,1.14,24,27,1.13,18,18,1,59,65,1.1,,,,43,71,1.65,21,31,1.48,17,30,1.76,18,22,1.22,1000,1000,1,,,,,,,,,,11,18,1.64,2,2,1,,,,5,6,1.2,,,
22. Indore,Kharif,13,10,0.77,,,,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,52,2.89,7,19,2.71,,,,,,,3,8,2.67
23. Jabalpur,Kharif,32,25,0.78,14,17,1.21,,,,,,,,,,5,6,1.2,6,8,1.33,8,7,0.88,27,40,1.48,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,28,37,1.32,11,19,1.73,5,6,1.2,,,,,,
24. Jhabua,Kharif,15974,3863,0.24,16779,7213,0.43,17132,5716,0.33,17148,10328,0.6,17322,9705,0.56,17628,10944,0.62,17273,10077,0.58,16390,9890,0.6,6,5,0.83,,,,8,5,0.63,5,3,0.6,6,3,0.5,3,4,1.33,,,,1000,0,0,,,,40,30,0.75,5,4,0.8,5,3,0.6,10,9,0.9,17,9,0.53,7,4,0.57
25. Katni,Kharif,,,,,,,,,,,,,,,,2,1,0.5,,,,,,,,,,,,,,,,1,,0,1,3,3,,,,,,,,,,,,,,,,,,,2,1,0.5,,,,,,,,,
26. Khandwa,Kharif,803,402,0.5,599,278,0.46,695,321,0.46,626,460,0.73,737,454,0.62,397,220,0.55,359,208,0.58,283,221,0.78,406,315,0.78,,,,247,208,0.84,214,126,0.59,290,321,1.11,155,116,0.75,,,,,,,,,,200,160,0.8,17,19,1.12,19,10,0.53,6,5,0.83,5,2,0.4,9,5,0.56
27. Khargone,Kharif,2243,631,0.28,1772,537,0.3,1796,489,0.27,1698,680,0.4,1558,542,0.35,1529,556,0.36,1357,707,0.52,1398,679,0.49,1213,534,0.44,,,,1063,608,0.57,1022,418,0.41,340,196,0.58,409,205,0.5,2000,3000,1.5,1000,0,0,,,,410,490,1.2,99,68,0.69,36,19,0.53,22,17,0.77,78,32,0.41,88,67,0.76
28. Mandla,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0.67,,,,,,,,,,,,
29. Mandsaur,Kharif,53,41,0.77,35,24,0.69,58,25,0.43,88,85,0.97,54,42,0.78,59,38,0.64,30,30,1,47,42,0.89,49,52,1.06,,,,38,45,1.18,37,37,1,38,63,1.66,26,29,1.12,,,,,,,,,,170,110,0.65,82,134,1.63,119,120,1.01,95,90,0.95,82,77,0.94,107,119,1.11
30. Morena,Kharif,73924,123971,1.68,70175,121964,1.74,73237,68843,0.94,76803,131103,1.71,73794,129582,1.76,79781,156451,1.96,82751,145725,1.76,89381,168662,1.89,87505,143071,1.64,,,,96464,238266,2.47,98569,238537,2.42,94708,223416,2.36,111048,237853,2.14,87000,196000,2.25,135000,390000,2.89,163000,480000,2.94,121500,361100,2.97,197846,338712,1.71,202056,444321,2.2,221720,552083,2.49,215315,598577,2.78,225513,718259,3.19
