State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Jind,Rabi,4057,5000,1.23,6169,9000,1.46,10695,13000,1.22,9786,16000,1.63,12545,16000,1.28,16115,11000,0.68,5856,7000,1.2,5291,6000,1.13,5942,9000,1.51,,,,4924,9000,1.83,4417,7000,1.58,4576,8000,1.75,4000,7000,1.75,3000,3000,1,4000,7000,1.75,3200,6000,1.88,4900,10300,2.1,6000,13500,2.25,6100,11100,1.82,5900,11800,2,13496,28962.42,2.15,18220,39140,2.15
10. Kaithal,Rabi,1847,2000,1.08,1589,2000,1.26,1877,3000,1.6,1289,2000,1.55,800,1000,1.25,762,1000,1.31,752,1100,1.46,719,1000,1.39,662,2000,3.02,,,,717,2000,2.79,757,1000,1.32,868,2000,2.3,1000,2000,2,1000,1000,1,1000,2000,2,800,1200,1.5,900,2300,2.56,1300,2400,1.85,1000,1800,1.8,1500,2800,1.87,5907,10927.95,1.85,4920,10760,2.19
11. Karnal,Rabi,989,1000,1.01,1004,1000,1,881,1000,1.14,800,1000,1.25,709,1000,1.41,621,1000,1.61,672,1000,1.49,873,1000,1.15,989,2300,2.33,,,,834,2000,2.4,987,1000,1.01,1085,2000,1.84,1000,2000,2,1000,1000,1,1000,2000,2,1600,3000,1.88,1500,3100,2.07,2000,4100,2.05,1800,3300,1.83,2900,6300,2.17,5388,11045.4,2.05,4900,10350,2.11
12. Kurukshetra,Rabi,204,0,0,523,0,0,300,0,0,318,0,0,685,1000,1.46,769,1100,1.43,885,1000,1.13,577,1000,1.73,794,2200,2.77,,,,1001,2000,2,1480,2000,1.35,1953,3200,1.64,2000,3000,1.5,1000,1000,1,2000,3000,1.5,1800,2800,1.56,1800,3200,1.78,1700,3000,1.76,2400,3600,1.5,3200,5700,1.78,7638,11472.28,1.5,7200,12870,1.79
13. Mahendragarh,Rabi,78343,94000,1.2,91829,126000,1.37,71993,77000,1.07,84949,138000,1.62,99569,119000,1.2,102284,119000,1.16,96125,136000,1.41,86840,93000,1.07,92968,173000,1.86,,,,89554,171000,1.91,98299,81000,0.82,96681,165000,1.71,88000,150000,1.7,89000,133000,1.49,82000,129000,1.57,83000,162500,1.96,80800,152200,1.88,94000,193100,2.05,99900,185900,1.86,100300,210400,2.1,112504,229170.65,2.04,111410,193310,1.74
14. Mewat,Rabi,,,,,,,,,,,,,,,,40998,43100,1.05,33434,35000,1.05,30774,44000,1.43,29360,48000,1.63,,,,23445,42000,1.79,25660,47000,1.83,28825,46000,1.6,27000,41000,1.52,22000,30000,1.36,23000,37000,1.61,21400,40400,1.89,24400,52600,2.16,26200,60000,2.29,21600,50800,2.35,28100,62500,2.22,40135,82878.78,2.07,28800,65210,2.26
15. Palwal,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,3511,8000,2.28,,,,3358,6000,1.79,2847,6000,2.11,3807,7000,1.84,3000,5000,1.67,1000,1000,1,2000,3000,1.5,1600,2800,1.75,1700,3700,2.18,2600,5500,2.12,2600,5200,2,2400,4200,1.75,6511,13705.66,2.11,5300,9650,1.82
16. Panchkula,Rabi,1140,1000,0.88,1373,1000,0.73,1250,1000,0.8,1454,1000,0.69,1208,1000,0.83,1221,1900,1.56,917,,0,1008,2000,1.98,2611,5000,1.91,,,,1349,2000,1.48,1453,1800,1.24,1750,3500,2,1000,2000,2,,,,,,,400,300,0.75,400,800,2,500,400,0.8,500,500,1,1200,1100,0.92,1765,2043.87,1.16,1590,2140,1.35
17. Panipat,Rabi,709,1000,1.41,748,1000,1.34,861,1000,1.16,638,1000,1.57,712,1000,1.4,999,1000,1,1016,1000,0.98,809,1000,1.24,767,2000,2.61,,,,874,2000,2.29,867,1000,1.15,877,2000,2.28,1000,2000,2,1000,1000,1,1000,2000,2,400,700,1.75,600,1200,2,1200,2800,2.33,1100,2100,1.91,1800,4100,2.28,3844,8622.09,2.24,5100,10590,2.08
18. Rewari,Rabi,54452,97000,1.78,66726,113000,1.69,65696,86000,1.31,65199,114000,1.75,71466,100000,1.4,74727,114100,1.53,65854,96000,1.46,64048,104000,1.62,65887,131000,1.99,,,,62452,125000,2,64314,118000,1.83,67309,145000,2.15,66000,123000,1.86,63000,97000,1.54,63000,116000,1.84,63500,142400,2.24,66300,152200,2.3,71800,164900,2.3,77900,140600,1.8,7620,17450,2.29,85124,165906.68,1.95,80210,155030,1.93
19. Rohtak,Rabi,10856,14000,1.29,14167,21000,1.48,16427,18000,1.1,19576,31000,1.58,26922,30000,1.11,28705,27100,0.94,19448,27000,1.39,13512,14000,1.04,13649,21000,1.54,,,,13706,22000,1.61,13055,20000,1.53,13631,20000,1.47,12000,17000,1.42,9000,10000,1.11,11000,14000,1.27,9700,12100,1.25,11900,23100,1.94,11700,21500,1.84,10900,19700,1.81,10600,19200,1.81,14943,26344.51,1.76,13340,23740,1.78
20. Sirsa,Rabi,36675,50000,1.36,50829,77000,1.51,98089,98000,1,67318,102000,1.52,80652,93000,1.15,74343,90400,1.22,66927,88000,1.31,41645,53000,1.27,41854,70200,1.68,,,,42510,83000,1.95,34864,59000,1.69,43319,71000,1.64,43000,75000,1.74,41000,62000,1.51,45000,77000,1.71,41600,65700,1.58,47700,95100,1.99,57700,122300,2.12,59300,110300,1.86,64850,125360,1.93,103861,203359.84,1.96,90830,168040,1.85
21. Sonipat,Rabi,3751,4000,1.07,4797,7000,1.46,5267,5000,0.95,5453,7000,1.28,5453,6000,1.1,6231,7000,1.12,5130,7000,1.36,3192,3000,0.94,2361,3000,1.27,,,,2688,5000,1.86,2291,3000,1.31,2435,3000,1.23,2000,3000,1.5,2000,2000,1,1000,1000,1,1300,2100,1.62,1400,2300,1.64,1800,3100,1.72,1800,3300,1.83,2650,5560,2.1,7111,13503.79,1.9,8100,15360,1.9
22. Yamunanagar,Rabi,995,1000,1.01,1858,2000,1.08,1818,2000,1.1,1741,2000,1.15,2400,2000,0.83,2341,2000,0.85,2718,4000,1.47,1808,2000,1.11,1680,4000,2.38,,,,2362,4000,1.69,2611,3300,1.26,3083,4200,1.36,2000,4000,2,2000,2000,1,2000,3000,1.5,2000,2400,1.2,2100,3300,1.57,1500,2000,1.33,1200,1800,1.5,2200,3900,1.77,5346,6752,1.26,4460,7990,1.79
Total (Rapeseed &Mustard),,408772,559000,1.37,536475,800000,1.49,606983,697000,1.15,619257,965000,1.56,699824,824000,1.18,707712,792800,1.12,598245,804100,1.34,496483,597000,1.2,513982,894900,1.74,,,0,509709,953000,1.87,535850,747700,1.4,558290,959300,1.72,535000,878000,1.64,480000,689000,1.44,509000,820000,1.61,504000,933100,1.85,547700,1105400,2.02,606500,1251400,2.06,636400,1142200,1.79,616410,1221020,1.98,875677,1676628.14,1.91,831880,1414710,1.7
24. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Ambala,Kharif,71840,217000,3.02,74881,233000,3.11,61465,183000,2.98,73240,227000,3.1,73580,233000,3.17,76540,254000,3.32,75737,261000,3.45,75164,277000,3.69,81002,267000,3.3,82283,306000,3.72,81869,282000,3.44,82586,322000,3.9,82642,343000,4.15,79000,308000,3.9,83000,301000,3.63,86000,328000,3.81,83000,319000,3.84,85000,331000,3.89,85000,277000,3.26,90900,360400,3.96,96000,398400,4.15,93944,385830,4.11,104990,390440,3.72
2. Bhiwani,Kharif,8159,20000,2.45,7422,21000,2.83,6491,19000,2.93,9890,23000,2.33,11412,14000,1.23,12526,25000,2,13666,26000,1.9,14818,40000,2.7,21217,45000,2.12,19028,44000,2.31,21314,44000,2.06,17520,46000,2.63,14981,40000,2.67,16000,35000,2.19,21000,30000,1.43,25000,53000,2.12,28000,64000,2.29,21700,54700,2.52,26000,46000,1.77,26400,53600,2.03,22290,50730,2.28,22290,46790,2.1,26350,73280,2.78
3. Charki dadri,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9400,17300,1.84,10000,24000,2.4,12000,25600,2.13,5300,13100,2.47,4879,9020,1.85,7730,18900,2.45
4. Faridabad,Kharif,28959,80000,2.76,31274,88000,2.81,18092,48000,2.65,28333,78000,2.75,28255,68000,2.41,26376,70000,2.65,27360,84000,3.07,29214,94000,3.22,8447,22000,2.6,9560,24000,2.51,9550,18000,1.88,11554,28000,2.42,10709,25000,2.33,11000,29000,2.64,11000,30000,2.73,12000,33000,2.75,12000,33000,2.75,12000,32400,2.7,13000,36000,2.77,16900,42400,2.51,14800,38700,2.61,14913,33080,2.22,16260,43230,2.66
5. Fatehabad,Kharif,61308,199000,3.25,58359,175000,3,66915,202000,3.02,65108,218000,3.35,65365,280000,4.28,68371,254000,3.72,70069,312000,4.45,73133,318000,4.35,77738,339000,4.36,81385,291000,3.58,87580,348000,3.97,87063,325000,3.73,89639,370000,4.13,92000,356000,3.87,99000,366000,3.7,110000,447000,4.06,116000,486000,4.19,117800,513100,4.36,124000,495000,3.99,128700,501700,3.9,126000,532000,4.22,129196,524150,4.06,139930,586320,4.19
6. Gurgaon,Kharif,7881,20000,2.54,7503,21000,2.8,2639,8000,3.03,7491,19000,2.54,6252,18000,2.88,2197,6000,2.73,2322,6000,2.58,2615,10000,3.82,3457,8000,2.31,4425,14000,3.16,5151,14000,2.72,4803,15000,3.12,4452,13000,2.92,5000,16000,3.2,5000,16000,3.2,5000,15000,3,5500,13000,2.36,5200,13400,2.58,5000,14000,2.8,5400,15700,2.91,5400,15500,2.87,4845,13460,2.78,4610,13230,2.87
7. Hisar,Kharif,33285,63000,1.89,20353,37000,1.82,21328,41000,1.92,27931,68000,2.43,28281,63000,2.23,35448,87000,2.45,35283,94000,2.66,37626,99000,2.63,48567,132000,2.72,43250,94000,2.17,44733,113000,2.53,42921,111000,2.59,42070,102000,2.42,45000,122000,2.71,48000,136000,2.83,62000,144000,2.32,68000,186000,2.74,70000,188000,2.69,76000,188000,2.47,84400,215500,2.55,82800,242200,2.93,82952,239070,2.88,98240,304150,3.1
8. Jhajjar,Kharif,16498,25000,1.52,15794,22000,1.39,6484,19000,2.93,11702,18000,1.54,13362,16000,1.2,17028,29000,1.7,17210,31000,1.8,18778,43000,2.29,33888,33000,0.97,25954,47000,1.81,31014,62000,2,30923,67000,2.17,23128,53000,2.29,31000,74000,2.39,35000,83000,2.37,37000,97000,2.62,37000,80000,2.16,40300,98400,2.44,45000,117000,2.6,50900,130400,2.56,42200,113900,2.7,38668,103820,2.68,53320,148840,2.79
9. Jind,Kharif,111598,222000,1.99,104307,222000,2.13,69245,130000,1.88,91072,218000,2.39,90894,201000,2.21,96708,258000,2.67,93719,248000,2.65,95256,249000,2.61,106846,250000,2.34,108272,296000,2.73,113883,284000,2.49,114854,297000,2.59,114012,318000,2.79,120000,324000,2.7,123000,330000,2.68,129000,313000,2.43,135000,349000,2.59,135700,375000,2.76,141000,382000,2.71,145800,431300,2.96,139700,446300,3.19,150691,501950,3.33,174100,573030,3.29
10. Kaithal,Kharif,164224,391000,2.38,160911,402000,2.5,170163,444000,2.61,156847,388000,2.47,152637,399000,2.61,150621,477000,3.17,150635,473000,3.14,152110,513000,3.37,156311,391000,2.5,158348,462000,2.92,158671,436000,2.75,158896,461000,2.9,162461,512000,3.15,158000,520000,3.29,161000,520000,3.23,162000,490000,3.02,162000,552000,3.41,166400,643000,3.86,162000,505000,3.12,174300,621400,3.57,176200,705900,4.01,176094,710190,4.03,179300,780650,4.35
11. Karnal,Kharif,157949,444000,2.81,166037,494000,2.98,159111,426000,2.68,167481,499000,2.98,167405,567000,3.39,169130,521000,3.08,166200,553000,3.33,167149,610000,3.65,169034,465000,2.75,171517,521000,3.04,172698,461000,2.67,165034,501000,3.04,170172,572000,3.36,162000,570000,3.52,172000,556000,3.23,172000,528000,3.07,175000,555000,3.17,174000,661000,3.8,175000,586000,3.35,180700,679400,3.76,177500,789500,4.45,175794,679970,3.87,181090,718890,3.97
12. Kurukshetra,Kharif,111765,357000,3.19,111396,367000,3.29,106928,371000,3.47,111949,348000,3.11,121844,468000,3.84,110791,416000,3.75,108950,440000,4.04,114536,460000,4.02,121530,408000,3.36,117969,453000,3.84,119783,383000,3.2,121216,459000,3.79,110728,477000,4.31,118000,489000,4.14,131000,461000,3.52,120000,441000,3.68,115000,495000,4.3,120800,505000,4.18,119000,416000,3.5,121000,542400,4.48,120800,553300,4.58,124572,593830,4.77,130030,587710,4.52
13. Mahendragarh,Kharif,1,,0,,,,,,,,,,,,,,,,1,,0,,,,,,,33,,0,25,,0,39,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. Mewat,Kharif,,,,,,,,,,,,,,,,8623,27000,3.13,8097,15000,1.85,8541,22000,2.58,7110,16000,2.25,6050,18000,2.98,6177,17000,2.75,6069,18000,2.97,4051,13000,3.21,5000,16000,3.2,7000,22000,3.14,7000,21000,3,9500,22000,2.32,11200,32400,2.89,11000,30000,2.73,10600,26600,2.51,8100,17500,2.16,8264,21020,2.54,11590,24910,2.15
15. Palwal,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,27185,74000,2.72,30738,85000,2.77,33070,91000,2.75,32387,88000,2.72,30021,83000,2.76,34000,88000,2.59,34000,91000,2.68,34000,77000,2.26,35000,95000,2.71,35800,96800,2.7,36000,99000,2.75,37300,109000,2.92,38900,115900,2.98,34230,96870,2.83,40730,108020,2.65
16. Panchkula,Kharif,6183,18000,2.91,6933,20000,2.88,5702,16000,2.81,6924,21000,3.03,6776,18000,2.66,6087,17000,2.79,7340,28000,3.81,7088,20000,2.82,8797,24000,2.73,8415,23000,2.73,9070,30000,3.31,9151,25000,2.73,9453,25000,2.64,10000,38000,3.8,10000,29000,2.9,9000,34000,3.78,9100,32000,3.52,10500,39200,3.73,11000,43000,3.91,12900,46100,3.57,13700,49000,3.58,13603,54580,4.01,13270,34310,2.59
17. Panipat,Kharif,77458,187000,2.41,71831,167000,2.32,64007,161000,2.52,72317,164000,2.27,72281,164000,2.27,70753,181000,2.56,70777,194000,2.74,73632,188000,2.55,77763,169000,2.17,76960,205000,2.66,76905,174000,2.26,76032,201000,2.64,75683,210000,2.77,75000,192000,2.56,54000,132000,2.44,64000,173000,2.7,76000,198000,2.61,77200,236000,3.06,75000,212000,2.83,86000,266300,3.1,84800,269700,3.18,83318,235790,2.83,80090,245150,3.06
18. Rewari,Kharif,705,3000,4.26,686,3000,4.37,343,0,0,621,3000,4.83,475,3000,6.32,621,3000,4.83,788,3000,3.81,820,3000,3.66,2066,5000,2.42,2079,5000,2.41,2746,8000,2.91,3298,9000,2.73,2008,7000,3.49,2000,7000,3.5,2000,6000,3,2000,6000,3,2000,4000,2,1800,4100,2.28,2000,5000,2.5,2900,7200,2.48,1400,4000,2.86,931,1840,1.98,2070,5070,2.45
19. Rohtak,Kharif,23863,36000,1.51,20034,27000,1.35,7412,8000,1.08,13859,21000,1.52,15014,26000,1.73,18006,36000,2,20185,37000,1.83,23167,52000,2.24,38439,48000,1.25,35056,50000,1.43,39340,59000,1.5,39260,84000,2.14,36432,55000,1.51,43000,84000,1.95,41000,92000,2.24,44000,92000,2.09,47100,96000,2.04,48900,128400,2.63,48000,131000,2.73,67000,163900,2.45,67700,191300,2.83,67080,191180,2.85,78710,230340,2.93
20. Sirsa,Kharif,39847,111000,2.79,37202,118000,3.17,45158,145000,3.21,47696,156000,3.27,45729,157000,3.43,46036,166000,3.61,46453,175000,3.77,48268,189000,3.92,57477,196000,3.41,61374,204000,3.32,61372,195000,3.18,63082,20300,0.32,65218,230000,3.53,69000,271000,3.93,82000,299000,3.65,92000,288000,3.13,85500,313000,3.66,95500,322600,3.38,97000,321000,3.31,104200,286000,2.74,100300,360700,3.6,105541,371930,3.52,112520,394910,3.51
21. Sonipat,Kharif,77247,138000,1.79,78764,148000,1.88,43976,96000,2.18,65954,149000,2.26,65954,124000,1.88,71450,167000,2.34,67865,178000,2.62,71325,192000,2.69,92641,186000,2.01,90214,219000,2.43,93752,202000,2.15,94753,229000,2.42,88355,216000,2.44,100000,248000,2.48,88000,223000,2.53,107000,282000,2.64,109000,264000,2.42,107700,274200,2.55,108000,314000,2.91,116100,311500,2.68,114200,343300,3.01,114109,305360,2.68,119720,344740,2.88
22. Yamunanagar,Kharif,55512,164000,2.95,53818,161000,2.99,50192,151000,3.01,56776,172000,3.03,58720,191000,3.25,59276,200000,3.37,59379,213000,3.59,59305,227000,3.83,71634,221000,3.09,73525,267000,3.63,74578,244000,3.27,72653,268000,3.69,70040,277000,3.95,69000,254000,3.68,70000,266000,3.8,74000,280000,3.78,75000,295000,3.93,75200,314000,4.18,78000,275000,3.53,84500,358200,4.24,87600,382600,4.37,88625,394740,4.45,86630,295350,3.41
Total (Rice),,1054282,2695000,2.56,1027505,2726000,2.65,905651,2468000,2.73,1015191,2790000,2.75,1024236,3010000,2.94,1046588,3194000,3.05,1042036,3371000,3.24,1072545,3606000,3.36,1211149,3299000,2.72,1206435,3628000,3.01,1243281,3465000,2.79,1234094,3574300,2.9,1206255,3941000,3.27,1244000,4041000,3.25,1277000,3989000,3.12,1353000,4142000,3.06,1384700,4451000,3.21,1422100,4880000,3.43,1447000,4516000,3.12,1558900,5194600,3.33,1525690,5633530,3.69,1534539,5514470,3.59,1661280,5921470,3.56
25. Sannhamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bhiwani,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,0,19,9,0.47,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Jhajjar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,17,6,0.35,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Jind,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,4,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Kurukshetra,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Panipat,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Rewari,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Rohtak,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,0,38,13,0.34,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Sirsa,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Sonipat,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Sannhamp),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,65,,0,78,29,0.37,32,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
26. Sesamum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Ambala,Kharif,9,0,0,1,0,0,8,0,0,4,0,0,6,,0,4,,0,1,,0,8,,0,2,,0,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,8,2,0.25,1,1,1,,,,10,6,0.6,,,
2. Bhiwani,Kharif,168,0,0,222,0,0,381,100,0.26,193,0,0,332,100,0.3,196,,0,648,200,0.31,243,100,0.41,495,200,0.4,512,200,0.39,804,300,0.37,301,100,0.33,91,32,0.35,100,100,1,200,100,0.5,300,100,0.33,200,100,0.5,200,100,0.5,168,74,0.44,,,,,,,76,38,0.5,,,
3. Charki dadri,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,100,0.5,,,,,,,,,,13,7,0.54,,,,,,,8,4,0.5,,,
4. Faridabad,Kharif,456,100,0.22,553,100,0.18,,,,479,100,0.21,279,100,0.36,309,100,0.32,224,100,0.45,194,100,0.52,38,,0,50,,0,169,100,0.59,91,,0,49,19,0.39,100,,0,,,,,,,,,,,,,12,6,0.5,,,,,,,27,13.5,0.5,,,
5. Fatehabad,Kharif,196,100,0.51,126,100,0.79,854,500,0.59,165,100,0.61,162,100,0.62,177,100,0.56,139,100,0.72,115,,0,89,,0,39,,0,48,300,6.25,17,,0,11,6,0.55,,,,,,,,,,,,,,,,3,2,0.67,,,,,,,36,28.8,0.8,,,
6. Gurgaon,Kharif,1074,200,0.19,1806,400,0.22,1547,200,0.13,730,100,0.14,806,200,0.25,336,100,0.3,471,100,0.21,229,100,0.44,654,300,0.46,649,300,0.46,353,100,0.28,190,100,0.53,371,156,0.42,300,200,0.67,400,300,0.75,800,400,0.5,400,300,0.75,500,200,0.4,580,290,0.5,,,,,,,1336,668,0.5,,,
7. Hisar,Kharif,123,100,0.81,377,200,0.53,900,600,0.67,349,200,0.57,306,200,0.65,448,200,0.45,439,200,0.46,325,200,0.62,419,200,0.48,226,200,0.88,305,200,0.66,141,100,0.71,63,35,0.56,100,,0,,,,200,100,0.5,200,100,0.5,100,100,1,53,32,0.6,,,,,,,100,80,0.8,,,
8. Jhajjar,Kharif,45,0,0,35,0,0,87,0,0,44,0,0,73,,0,26,,0,54,,0,29,,0,31,,0,22,,0,14,,0,38,,0,27,11,0.41,,,,200,100,0.5,300,100,0.33,100,20,0.2,100,,0,115,58,0.5,,,,,,,248,124,0.5,,,
9. Jind,Kharif,234,0,0,224,100,0.45,939,200,0.21,398,100,0.25,371,100,0.27,268,,0,267,100,0.37,234,100,0.43,177,100,0.56,101,,0,102,,0,69,,0,57,24,0.42,100,,0,,,,,,,,,,,,,10,4,0.4,,,,,,,23,11.5,0.5,,,
10. Kaithal,Kharif,45,0,0,60,0,0,78,0,0,64,0,0,80,,0,127,100,0.79,161,100,0.62,135,100,0.74,54,,0,52,,0,22,,0,7,,0,14,6,0.43,,,,,,,,,,,,,,,,8,4,0.5,,,,,,,2,1,0.5,,,
11. Karnal,Kharif,23,0,0,47,0,0,2,0,0,13,0,0,33,,0,68,,0,64,,0,55,,0,23,,0,105,100,0.95,264,200,0.76,34,,0,34,17,0.5,,,,,,,,,,,,,,,,4,2,0.5,,,,,,,154,92.4,0.6,,,
12. Kurukshetra,Kharif,,,,3,0,0,7,0,0,,,,,,,1,,0,6,,0,1,,0,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13. Mahendragarh,Kharif,4,0,0,4,0,0,10,0,0,14,0,0,6,,0,10,,0,3,,0,6,,0,5,,0,3,,0,34,,0,24,,0,6,2,0.33,,,,,,,,,,,,,,,,,,,,,,,,,79,0,0,,,
14. Mewat,Kharif,,,,,,,,,,,,,,,,217,,0,284,100,0.35,434,100,0.23,640,200,0.31,435,100,0.23,385,,0,430,100,0.23,288,91,0.32,200,100,0.5,100,,0,500,200,0.4,300,200,0.67,200,100,0.5,203,102,0.5,,,,,,,191,95.5,0.5,,,
15. Palwal,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,273,100,0.37,81,,0,74,,0,93,100,1.08,70,27,0.39,100,100,1,300,100,0.33,200,100,0.5,100,100,1,100,100,1,76,24,0.32,,,,,,,140,70,0.5,,,
16. Panchkula,Kharif,94,0,0,49,0,0,124,0,0,66,0,0,47,,0,206,100,0.49,43,,0,42,,0,45,,0,58,,0,33,,0,34,,0,21,5,0.24,,,,,,,,,,,,,,,,13,4,0.31,418,334,0.8,,,,31,15.5,0.5,,,
17. Panipat,Kharif,,,,,,,4,0,0,9,0,0,3,,0,5,,0,3,,0,,,,2,,0,15,,0,2,,0,2,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,9,4.5,0.5,,,
18. Rewari,Kharif,312,0,0,463,100,0.22,657,100,0.15,160,0,0,219,,0,329,100,0.3,145,,0,91,,0,153,,0,182,100,0.55,256,100,0.39,251,100,0.4,205,81,0.4,200,100,0.5,200,100,0.5,800,400,0.5,200,400,2,200,100,0.5,175,68,0.39,,,,,,,601,300.5,0.5,,,
19. Rohtak,Kharif,79,0,0,83,0,0,241,0,0,151,0,0,73,,0,49,,0,96,,0,68,,0,64,,0,57,,0,90,,0,71,,0,37,11,0.3,,,,,,,100,20,0.2,,,,,,,43,22,0.51,,,,,,,26,13,0.5,,,
20. Sirsa,Kharif,609,500,0.82,781,400,0.51,3255,2100,0.65,704,400,0.57,858,400,0.47,1048,500,0.48,623,300,0.48,373,200,0.54,354,200,0.56,298,200,0.67,244,100,0.41,130,100,0.77,90,49,0.54,100,,0,100,,0,100,100,1,100,100,1,100,,0,49,39,0.8,,,,,,,167,133.6,0.8,,,
21. Sonipat,Kharif,9,0,0,3,0,0,314,100,0.32,21,0,0,21,,0,125,100,0.8,105,,0,114,,0,49,,0,27,,0,16,,0,11,,0,4,,0,,,,,,,,,,,,,,,,1,1,1,,,,,,,6,3.6,0.6,,,
22. Yamunanagar,Kharif,47,0,0,1,0,0,24,0,0,5,0,0,11,,0,10,,0,24,,0,45,,0,77,,0,77,,0,53,,0,35,,0,19,7,0.37,,,,,,,100,100,1,,,,,,,17,9,0.53,3,2,0.67,,,,61,30.5,0.5,,,
