State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Manipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Rice),,156890,381750,2.43,162570,387270,2.38,153110,335700,2.19,157830,381240,2.42,176310,435930,2.47,166260,386070,2.32,165370,389170,2.35,166150,406150,2.44,210990,518250,2.46,113890,265090,2.33,212680,480240,2.26,223670,591000,2.64,122690,257580,2.1,222800,597670,2.68,224380,501980,2.24,237000,508140,2.14,244000,645600,2.65,236710,607820,2.57,233500,602430,2.58,175621,330880,1.88,178496,490676,2.75,200030,378250,1.89,186380,232820,1.25
19. Sesamum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Chandel,Kharif,220,110,0.5,350,170,0.49,30,20,0.67,30,20,0.67,70,30,0.43,150,80,0.53,100,50,0.5,20,10,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Churachandpur,Kharif,900,440,0.49,,,,,,,750,370,0.49,1860,920,0.49,810,400,0.49,1800,890,0.49,890,440,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Senapati,Kharif,140,70,0.5,50,20,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Tamenglong,Kharif,,,,10,10,1,,,,30,10,0.33,,,,190,90,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Sesamum),,1260,620,0.49,410,200,0.49,30,20,0.67,810,400,0.49,1930,950,0.49,1150,570,0.5,1900,940,0.49,910,450,0.49,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
20. Soyabean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bishnupur,Kharif,,,,,,,,,,,,,,,,10,10,1,,,,,,,678,552,0.81,90,59,0.66,650,540,0.83,680,600,0.88,670,575,0.86,700,632,0.9,700,632,0.9,705,600,0.85,705,608.5,0.86,705,628,0.89,515,465,0.9,,,,,,,,,,,,
2. Chandel,Kharif,,,,,,,140,170,1.21,130,150,1.15,200,240,1.2,140,170,1.21,220,260,1.18,20,20,1,355,321,0.9,25,13,0.52,350,300,0.86,380,400,1.05,350,300,0.86,370,320,0.86,370,320,0.86,370,320,0.86,370,320,0.86,365,370,1.01,372,370,0.99,,,,,,,,,,,,
3. Churachandpur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,380,259,0.68,45,19,0.42,400,272.5,0.68,430,380,0.88,390,292.5,0.75,405,320,0.79,410,315,0.77,410,325,0.79,410,327,0.8,405,360,0.89,412,360,0.87,,,,,,,,,,,,
4. Imphal east,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,750,618,0.82,100,63,0.63,620,525,0.85,690,635,0.92,690,590,0.86,755,693,0.92,755,693,0.92,760,598,0.79,755,590,0.78,755,640,0.85,755,640,0.85,,,,,,,,,,,,
5. Imphal west,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,760,656,0.86,110,74,0.67,710,633,0.89,745,698.9,0.94,730,659.5,0.9,730,670,0.92,730,700,0.96,750,640,0.85,750,650,0.87,740,665,0.9,740,665,0.9,,,,,,,,,,,,
6. Senapati,Kharif,,,,,,,90,110,1.22,20,20,1,20,20,1,10,10,1,,,,,,,380,243,0.64,35,12,0.34,380,260,0.68,410,310,0.76,385,245,0.64,390,315,0.81,385,315,0.82,390,335,0.86,390,339,0.87,390,370,0.95,390,369,0.95,,,,,,,,,,,,
7. Tamenglong,Kharif,,,,,,,,,,80,10,0.13,,,,10,10,1,,,,20,20,1,455,316,0.69,25,13,0.52,450,315,0.7,480,390,0.81,430,352.5,0.82,460,400,0.87,465,401.5,0.86,465,385,0.83,465,390,0.84,465,415,0.89,465,416,0.89,,,,,,,,,,,,
8. Thoubal,Kharif,,,,,,,,,,,,,,,,,,,80,100,1.25,,,,810,636,0.79,100,73,0.73,700,570,0.81,780,685,0.88,800,675,0.84,820,655,0.8,820,655,0.8,825,730,0.88,825,745,0.9,820,780,0.95,820,760,0.93,,,,,,,,,,,,
9. Ukhrul,Kharif,,,,,,,50,60,1.2,90,110,1.22,200,240,1.2,,,,,,,,,,415,208,0.5,35,14,0.4,415,218.5,0.53,450,405,0.9,410,250,0.61,420,294.5,0.7,420,290,0.69,430,350,0.81,430,355.5,0.83,425,370,0.87,435,370,0.85,,,,,,,,,,,,
Total (Soyabean),,,,0,,,0,280,340,1.21,320,290,0.91,420,500,1.19,170,200,1.18,300,360,1.2,40,40,1,4983,3809,0.76,565,340,0.6,4675,3634,0.78,5045,4503.9,0.89,4855,3939.5,0.81,5050,4299.5,0.85,5055,4321.5,0.85,5105,4283,0.84,5100,4325,0.85,5070,4598,0.91,4904,4415,0.9,,,0,,,0,,,0,,,0
21. Sugarcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Thoubal,Summer,,,,,,,,,,,,,,,,,,,10,330,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Sugarcane),,,,0,,,0,,,0,,,0,,,0,,,0,10,330,33,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
22. Turmeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bishnupur,Summer,,,,,,,,,,,,,,,,,,,30,20,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Turmeric),,,,0,,,0,,,0,,,0,,,0,,,0,30,20,0.67,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
23. Urad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bishnupur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,140,174,1.24,75,68,0.91,152,206.7,1.36,135,168.1,1.25,130,129,0.99,139,159,1.14,160,198.7,1.24,162,203.3,1.25,162,197.6,1.22,162,184,1.14,110,120,1.09,,,,,,,,,,,,
2. Chandel,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,332,287,0.86,20,10,0.5,325,284.4,0.88,363,344.9,0.95,335,361,1.08,321,360,1.12,310,345,1.11,310,332.6,1.07,310,350,1.13,310,305,0.98,312,351,1.13,,,,,,,,,,,,
3. Churachandpur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,338,368,1.09,30,17,0.57,321,372.7,1.16,338,381.9,1.13,330,383,1.16,340,396,1.16,316,388.7,1.23,316,353.9,1.12,316,357,1.13,316,357,1.13,305,244,0.8,,,,,,,,,,,,
4. Imphal east,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,45,58,1.29,30,27,0.9,42,64.9,1.55,48,61.3,1.28,48,57,1.19,61,73,1.2,64,82.9,1.3,64,82.9,1.3,64,79,1.23,59,73,1.24,54,61,1.13,,,,,,,,,,,,
5. Imphal west,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,88,114,1.3,44,38,0.86,92,124.2,1.35,71,88.4,1.25,70,77,1.1,71,80,1.13,71,99.4,1.4,84,96.6,1.15,84,97.4,1.16,84,97,1.15,87,87,1,,,,,,,,,,,,
6. Senapati,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,119,131,1.1,15,8,0.53,122,134.2,1.1,100,104,1.04,111,118,1.06,111,118,1.06,60,65.4,1.09,60,65.4,1.09,60,66,1.1,62,71,1.15,62,71,1.15,,,,,,,,,,,,
7. Tamenglong,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,114,117,1.03,10,5,0.5,112,123.2,1.1,130,136.5,1.05,127,133,1.05,110,122,1.11,110,121.4,1.1,112,117.6,1.05,112,122,1.09,111,111,1,111,112,1.01,,,,,,,,,,,,
8. Thoubal,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,164,186,1.13,120,113,0.94,180,220,1.22,176,196.8,1.12,169,183,1.08,168,186,1.11,190,228,1.2,195,207.7,1.07,195,216.5,1.11,195,205,1.05,190,192,1.01,,,,,,,,,,,,
9. Ukhrul,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,147,174,1.18,17,11,0.65,154,180.2,1.17,145,167.5,1.16,130,143,1.1,139,149,1.07,140,154,1.1,140,156.8,1.12,140,158,1.13,140,178,1.27,141,141,1,,,,,,,,,,,,
Total (Urad),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1487,1609,1.08,361,297,0.82,1500,1710.5,1.14,1506,1649.4,1.1,1450,1584,1.09,1460,1643,1.13,1421,1683.5,1.18,1443,1616.8,1.12,1443,1643.5,1.14,1439,1581,1.1,1372,1379,1.01,,,0,,,0,,,0,,,0
24. Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bishnupur,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,260,690,2.65,2130,4860,2.28,270,690,2.56,280,670,2.39,330,820,2.48,290,730,2.52,290,730,2.52,300,780,2.6,300,780,2.6,300,780,2.6,300,780,2.6,,,,,,,400,1000,2.5,,,
2. Chandel,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,2.5,,,,,,,20,50,2.5,,,
3. Churachandpur,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,430,1120,2.6,2160,3980,1.84,430,1120,2.6,440,1150,2.61,490,1220,2.49,450,1090,2.42,450,1100,2.44,460,1130,2.46,460,1130,2.46,460,1130,2.46,460,1140,2.48,,,,,,,460,1140,2.48,,,
4. Imphal east,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,220,560,2.55,2120,4560,2.15,240,560,2.33,250,620,2.48,300,750,2.5,260,630,2.42,260,730,2.81,270,670,2.48,270,670,2.48,270,670,2.48,270,670,2.48,,,,,,,270,670,2.48,,,
5. Imphal west,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,220,500,2.27,1980,4090,2.07,240,570,2.38,260,620,2.38,310,780,2.52,250,620,2.48,250,710,2.84,280,700,2.5,280,700,2.5,280,700,2.5,280,700,2.5,,,,,,,280,700,2.5,,,
6. Senapati,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,550,1340,2.44,1500,2690,1.79,540,1400,2.59,530,1390,2.62,530,1330,2.51,530,1350,2.55,530,1360,2.57,540,1340,2.48,540,1340,2.48,540,1340,2.48,540,1350,2.5,,,,,,,450,1100,2.44,,,
7. Tamenglong,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,2,,,,,,,10,20,2,,,
8. Thoubal,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,370,910,2.46,2110,4870,2.31,380,910,2.39,390,920,2.36,440,1100,2.5,380,980,2.58,380,990,2.61,400,1000,2.5,400,1000,2.5,400,1000,2.5,400,1000,2.5,,,,,,,400,950,2.38,,,
9. Ukhrul,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,2,,,,,,,10,20,2,,,
Total (Wheat),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2050,5120,2.5,12000,25050,2.09,2100,5250,2.5,2150,5370,2.5,2400,6000,2.5,2160,5400,2.5,2160,5620,2.6,2250,5620,2.5,2250,5620,2.5,2250,5620,2.5,2290,5730,2.5,,,0,,,0,2300,5650,2.46,,,0
