State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Manipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bishnupur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,60,76,1.27,35,32,0.91,90,94.5,1.05,85,89.3,1.05,50,46,0.92,52,51,0.98,83,85,1.02,85,96,1.13,85,99,1.16,85,98,1.15,75,84,1.12,,,,,,,,,,,,
2. Chandel,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,84,72,0.86,,,,41,34,0.83,92,74.7,0.81,52,48,0.92,72,70,0.97,43,42,0.98,43,46,1.07,43,47,1.09,43,45,1.05,45,52,1.16,,,,,,,,,,,,
3. Churachandpur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,77,85,1.1,5,3,0.6,64,61,0.95,88,88.5,1.01,60,56,0.93,80,80,1,65,62,0.95,65,70,1.08,65,70,1.08,65,70,1.08,65,53,0.82,,,,,,,,,,,,
4. Imphal east,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,60,73,1.22,25,23,0.92,55,67.1,1.22,52,52,1,50,44,0.88,50,44,0.88,65,66,1.02,65,66,1.02,65,73,1.12,60,67,1.12,60,59,0.98,,,,,,,,,,,,
5. Imphal west,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,54,70,1.3,34,30,0.88,58,67.3,1.16,45,42.8,0.95,45,37,0.82,45,41,0.91,45,45,1,64,72,1.13,64,77,1.2,64,77,1.2,80,89,1.11,,,,,,,,,,,,
6. Senapati,Kharif,,,,,,,,,,40,20,0.5,,,,,,,,,,,,,48,53,1.1,5,3,0.6,48,47,0.98,48,44.1,0.92,48,47,0.98,65,64,0.98,64,64,1,64,71,1.11,64,71,1.11,66,78,1.18,67,78,1.16,,,,,,,,,,,,
7. Tamenglong,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,54,57,1.06,3,2,0.67,42,40,0.95,43,40,0.93,43,39,0.91,71,66,0.93,43,41,0.95,44,45,1.02,44,49,1.11,41,45,1.1,41,44,1.07,,,,,,,,,,,,
8. Thoubal,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,54,61,1.13,54,51,0.94,55,55.6,1.01,55,50,0.91,60,48,0.8,60,58,0.97,60,58,0.97,60,67,1.12,60,66,1.1,60,60,1,58,58,1,,,,,,,,,,,,
9. Ukhrul,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,34,40,1.18,7,5,0.71,37,41,1.11,37,42,1.14,37,42,1.14,45,47,1.04,43,44,1.02,43,48,1.12,43,51,1.19,43,55,1.28,43,43,1,,,,,,,,,,,,
Total (Arhar/Tur),,,,0,,,0,,,0,40,20,0.5,,,0,,,0,,,0,,,0,525,587,1.12,168,149,0.89,490,507.5,1.04,545,523.4,0.96,445,407,0.91,540,521,0.96,511,507,0.99,533,581,1.09,533,603,1.13,527,595,1.13,534,560,1.05,,,0,,,0,,,0,,,0
2. Banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Chandel,Summer,,,,,,,,,,,,,,,,,,,390,5020,12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Churachandpur,Summer,,,,,,,,,,,,,,,,,,,20,260,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Imphal east,Summer,,,,,,,,,,,,,,,,,,,40,520,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Imphal west,Summer,,,,,,,,,,,,,,,,,,,20,260,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Senapati,Summer,,,,,,,,,,,,,,,,,,,130,1670,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Tamenglong,Summer,,,,,,,,,,,,,,,,,,,260,3340,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Ukhrul,Summer,,,,,,,,,,,,,,,,,,,370,4750,12.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Banana),,,,0,,,0,,,0,,,0,,,0,,,0,1230,15820,12.86,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3. Cotton(lint),,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare,,Bales,Bales/Hectare
1. Churachandpur,Kharif,60,20,0.33,90,30,0.33,,,,,,,,,,,,,210,70,0.33,210,70,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (Cotton(lint)),,60,20,0.33,90,30,0.33,,,0,,,0,,,0,,,0,210,70,0.33,210,70,0.33,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4. Cowpea(Lobia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bishnupur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,97,122,1.26,40,37,0.93,70,92.5,1.32,97,116,1.2,101,99,0.98,108,118.8,1.1,80,98,1.23,83,96,1.16,83,98,1.18,83,92,1.11,75,82.9,1.11,,,,,,,,,,,,
2. Chandel,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,218,188,0.86,,,,150,129.8,0.87,120,108,0.9,120,122,1.02,129,130,1.01,150,160,1.07,150,162,1.08,150,169,1.13,150,158,1.05,153,171,1.12,,,,,,,,,,,,
3. Churachandpur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,178,195,1.1,10,6,0.6,230,253,1.1,213,236,1.11,170,160,0.94,180,180,1,226,234,1.04,226,249,1.1,226,253,1.12,226,254,1.12,220,175,0.8,,,,,,,,,,,,
4. Imphal east,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,32,38,1.19,21,19,0.9,35,48.5,1.39,42,50,1.19,42,47,1.12,49,54.8,1.12,43,52,1.21,43,52,1.21,43,55,1.28,38,48,1.26,42,48.3,1.15,,,,,,,,,,,,
5. Imphal west,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,26,34,1.31,30,27,0.9,25,33.4,1.34,54,68,1.26,45,44,0.98,54,57.9,1.07,54,62,1.15,40,47,1.18,40,48,1.2,40,47,1.18,55,58.5,1.06,,,,,,,,,,,,
6. Senapati,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,113,124,1.1,11,7,0.64,115,118.5,1.03,100,101,1.01,100,101,1.01,104,106,1.02,135,139,1.03,135,142,1.05,135,150,1.11,137,163,1.19,135,157,1.16,,,,,,,,,,,,
7. Tamenglong,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,100,104,1.04,10,5,0.5,104,104,1,85,85,1,85,82,0.96,92,92,1,105,103,0.98,107,112,1.05,107,119,1.11,106,115,1.08,106,107,1.01,,,,,,,,,,,,
8. Thoubal,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,52,59,1.13,50,47,0.94,35,41.7,1.19,56,58,1.04,56,54,0.96,77,75.8,0.98,45,44,0.98,50,53,1.06,50,55,1.1,50,54,1.08,50,52.9,1.06,,,,,,,,,,,,
9. Ukhrul,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,132,155,1.17,13,9,0.69,126,146.8,1.17,132,158,1.2,121,122,1.01,147,154,1.05,128,127,0.99,128,138,1.08,128,143,1.12,128,165,1.29,128,128,1,,,,,,,,,,,,
Total (Cowpea(Lobia)),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,948,1019,1.07,185,157,0.85,890,968.2,1.09,899,980,1.09,840,831,0.99,940,969.3,1.03,966,1019,1.05,962,1051,1.09,962,1090,1.13,958,1096,1.14,964,980.6,1.02,,,0,,,0,,,0,,,0
5. Ginger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bishnupur,Kharif,,,,,,,,,,,,,10,20,2,10,20,2,20,30,1.5,10,20,2,175,2038,11.65,175,2062,11.78,184,2154,11.71,199,2308.4,11.6,208,2454.4,11.8,239,2868,12,273,3468,12.7,390,3889.03,9.97,412,4120,10,422,4285,10.15,433,4327,9.99,,,,,,,,,,,,
2. Chandel,Kharif,50,80,1.6,330,540,1.64,130,210,1.62,250,410,1.64,190,310,1.63,90,150,1.67,380,630,1.66,170,280,1.65,175,2081,11.89,175,2094,11.97,185,2154,11.64,205,2378,11.6,214,2525.2,11.8,244,2928,12,276,3312,12,1165,13980,12,3600,28880,8.02,3500,56600,16.17,3500,56600,16.17,,,,,,,,,,,,
,Summer,,,,,,,,,,,,,,,,,,,10,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,50,80,1.6,330,540,1.64,130,210,1.62,250,410,1.64,190,310,1.63,90,150,1.67,390,650,1.67,170,280,1.65,175,2081,11.89,175,2094,11.97,185,2154,11.64,205,2378,11.6,214,2525.2,11.8,244,2928,12,276,3312,12,1165,13980,12,3600,28880,8.02,3500,56600,16.17,3500,56600,16.17,,,0,,,0,,,0,,,0
3. Churachandpur,Kharif,610,1020,1.67,1360,2250,1.65,620,1020,1.65,370,610,1.65,1060,1750,1.65,1860,3070,1.65,3150,5200,1.65,1400,2310,1.65,900,10701,11.89,900,10714,11.9,914,10851,11.87,950,11020,11.6,997,11764.6,11.8,1141,13692,12,1165,13860,11.9,344,4086,11.88,312,3744,12,317,3794,11.97,318,3798,11.94,,,,,,,,,,,,
,Summer,,,,,,,,,,,,,,,,,,,510,840,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,610,1020,1.67,1360,2250,1.65,620,1020,1.65,370,610,1.65,1060,1750,1.65,1860,3070,1.65,3660,6040,1.65,1400,2310,1.65,900,10701,11.89,900,10714,11.9,914,10851,11.87,950,11020,11.6,997,11764.6,11.8,1141,13692,12,1165,13860,11.9,344,4086,11.88,312,3744,12,317,3794,11.97,318,3798,11.94,,,0,,,0,,,0,,,0
4. Imphal east,Kharif,20,30,1.5,,,,,,,20,30,1.5,10,20,2,,,,10,20,2,,,,195,2242,11.5,195,2242,11.5,206,2352,11.42,228,2644.8,11.6,232,2737.6,11.8,260,3120,12,119,1598,13.43,84,1092,13,86,1120,13.02,,,,,,,,,,,,,,,,,,
5. Imphal west,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,155,1825,11.77,155,1829,11.8,167,1915,11.47,178,2064.8,11.6,186,2194.8,11.8,214,2568,12,276,3367.2,12.2,295,3287.72,11.14,294,3276.57,11.14,297,3315,11.16,298,3315,11.12,,,,,,,,,,,,
6. Senapati,Kharif,160,260,1.63,70,120,1.71,100,170,1.7,290,480,1.66,730,1200,1.64,60,100,1.67,480,790,1.65,530,870,1.64,130,1546,11.89,130,1560,12,144,1600,11.11,165,1914,11.6,173,2041,11.8,199,2388,12,229,2748,12,162,2001,12.35,165,2051,12.43,167,2072,12.41,168,2074,12.35,,,,,,,,,,,,
,Summer,,,,,,,,,,,,,,,,,,,10,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,160,260,1.63,70,120,1.71,100,170,1.7,290,480,1.66,730,1200,1.64,60,100,1.67,490,810,1.65,530,870,1.64,130,1546,11.89,130,1560,12,144,1600,11.11,165,1914,11.6,173,2041,11.8,199,2388,12,229,2748,12,162,2001,12.35,165,2051,12.43,167,2072,12.41,168,2074,12.35,,,0,,,0,,,0,,,0
7. Tamenglong,Kharif,60,100,1.67,90,140,1.56,140,230,1.64,110,180,1.64,140,230,1.64,120,200,1.67,150,250,1.67,800,1320,1.65,148,1746,11.8,148,1750,11.82,157,1654,10.54,172,1995.2,11.6,179,2112.2,11.8,201,2412,12,241,2892,12,270,3527,13.06,271,3545,13.08,275,3561,12.95,298,3968,13.32,,,,,,,,,,,,
8. Thoubal,Kharif,220,360,1.64,180,300,1.67,100,170,1.7,170,280,1.65,120,200,1.67,20,30,1.5,,,,10,20,2,130,1545,11.88,130,1557,11.98,141,1609,11.41,162,1879.2,11.6,167,1970.6,11.8,214,2568,12,268,3220,12.01,286,3448.94,12.06,290,3496,12.06,297,3545,11.94,298,3555,11.93,,,,,,,,,,,,
9. Ukhrul,Kharif,20,40,2,110,180,1.64,180,300,1.67,240,400,1.67,220,360,1.64,80,130,1.63,70,110,1.57,110,180,1.64,90,1070,11.89,90,1087,12.08,102,1154,11.31,115,1334,11.6,120,1416,11.8,138,1656,12,179,2148,12,230,2780,12.09,190,2200,11.58,240,2603,10.85,180,2020,11.22,,,,,,,,,,,,
,Summer,,,,,,,,,,,,,,,,,,,20,30,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,20,40,2,110,180,1.64,180,300,1.67,240,400,1.67,220,360,1.64,80,130,1.63,90,140,1.56,110,180,1.64,90,1070,11.89,90,1087,12.08,102,1154,11.31,115,1334,11.6,120,1416,11.8,138,1656,12,179,2148,12,230,2780,12.09,190,2200,11.58,240,2603,10.85,180,2020,11.22,,,0,,,0,,,0,,,0
Total (Ginger),,1140,1890,1.66,2140,3530,1.65,1270,2100,1.65,1450,2390,1.65,2480,4090,1.65,2240,3700,1.65,4810,7940,1.65,3030,5000,1.65,2098,24794,11.82,2098,24895,11.87,2200,25443,11.57,2374,27538.4,11.6,2476,29216.4,11.8,2850,34200,12,3026,36613.2,12.1,3226,38091.69,11.81,5620,52432.57,9.33,5515,79775,14.47,5493,79657,14.5,,,0,,,0,,,0,,,0
6. Gram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bishnupur,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,78,61,0.78,350,336,0.96,82,65.6,0.8,75,64.1,0.85,102,86,0.84,97,89,0.92,84,69.9,0.83,98,93,0.95,103,97.1,0.94,102,97.4,0.95,95,92,0.97,,,,,,,,,,,,
2. Chandel,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,50,52,1.04,120,89,0.74,55,46,0.84,55,50,0.91,62,50,0.81,72,66,0.92,68,55.1,0.81,75,65,0.87,76,71.7,0.94,78,93.6,1.2,85,77,0.91,,,,,,,,,,,,
3. Churachandpur,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,65,53,0.82,100,73,0.73,70,51,0.73,70,60,0.86,66,56,0.85,66,61,0.92,63,54,0.86,70,66,0.94,72,68,0.94,76,71.8,0.94,86,81,0.94,,,,,,,,,,,,
4. Imphal east,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,85,62,0.73,240,224,0.93,97,77.6,0.8,97,83.6,0.86,100,88,0.88,90,88,0.98,80,77.2,0.97,90,88,0.98,91,88.7,0.97,92,87.4,0.95,95,91,0.96,,,,,,,,,,,,
5. Imphal west,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,60,47,0.78,265,257,0.97,65,54.9,0.84,85,77.9,0.92,92,80,0.87,92,87,0.95,82,73,0.89,95,90,0.95,96,89.2,0.93,98,91,0.93,99,92,0.93,,,,,,,,,,,,
6. Senapati,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,50,36,0.72,120,88,0.73,54,39,0.72,54,43.2,0.8,54,42,0.78,64,55,0.86,64,48.4,0.76,67,58,0.87,69,60,0.87,74,64.6,0.87,80,73,0.91,,,,,,,,,,,,
7. Tamenglong,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,48,34,0.71,135,85,0.63,50,35,0.7,50,38,0.76,65,55,0.85,80,71,0.89,80,66.8,0.84,85,79,0.93,89,84,0.94,95,72.2,0.76,99,83,0.84,,,,,,,,,,,,
8. Thoubal,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,59,43,0.73,268,240,0.9,61,51.5,0.84,68,59,0.87,96,85,0.89,96,88,0.92,86,73.3,0.85,98,90,0.92,100,92.7,0.93,100,91.4,0.91,105,100,0.95,,,,,,,,,,,,
9. Ukhrul,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,53,69,1.3,250,192,0.77,56,48,0.86,56,45,0.8,73,62,0.85,73,65,0.89,73,60.2,0.82,90,84,0.93,95,86,0.91,100,90.7,0.91,105,97,0.92,,,,,,,,,,,,
Total (Gram),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,548,457,0.83,1848,1584,0.86,590,468.6,0.79,610,520.8,0.85,710,604,0.85,730,670,0.92,680,577.9,0.85,768,713,0.93,791,737.4,0.93,815,760.1,0.93,849,786,0.93,,,0,,,0,,,0,,,0
7. Groundnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bishnupur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,412,338,0.82,80,51,0.64,350,290,0.83,400,370,0.93,400,355,0.89,410,368,0.9,410,368,0.9,415,350,0.84,425,351.5,0.83,415,372,0.9,285,255.5,0.9,,,,,,,,,,,,
2. Chandel,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,315,279,0.89,15,7,0.47,320,210,0.66,350,280,0.8,310,250,0.81,330,280,0.85,330,280,0.85,330,280,0.85,330,280,0.85,325,330,1.02,328,330,1.01,,,,,,,,,,,,
3. Churachandpur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,360,241,0.67,25,11,0.44,350,237.5,0.68,380,280,0.74,340,227.5,0.67,365,310,0.85,360,315,0.88,360,335,0.93,360,343,0.95,355,340,0.96,358,340,0.95,,,,,,,,,,,,
4. Imphal east,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,290,232,0.8,90,57,0.63,320,275,0.86,350,315,0.9,350,310,0.89,315,297,0.94,315,297,0.94,320,312,0.98,315,310,0.98,315,310,0.98,315,310,0.98,,,,,,,,,,,,
5. Imphal west,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,310,264,0.85,100,66,0.66,300,267,0.89,345,331.1,0.96,340,310.5,0.91,380,350,0.92,380,320,0.84,370,320,0.86,370,320,0.86,360,335,0.93,360,335,0.93,,,,,,,,,,,,
6. Senapati,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,330,207,0.63,25,8,0.32,330,190,0.58,360,290,0.81,325,235,0.72,340,295,0.87,345,295,0.86,350,325,0.93,350,321,0.92,350,330,0.94,350,331,0.95,,,,,,,,,,,,
7. Tamenglong,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,375,254,0.68,15,7,0.47,390,265,0.68,420,340,0.81,370,257.5,0.7,380,310,0.82,375,308.5,0.82,375,325,0.87,375,330,0.88,375,335,0.89,375,334,0.89,,,,,,,,,,,,
8. Thoubal,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,470,364,0.77,80,57,0.71,360,290,0.81,360,325,0.9,460,395,0.86,480,395,0.82,480,395,0.82,485,430,0.89,485,425,0.88,480,470,0.98,480,440,0.92,,,,,,,,,,,,
9. Ukhrul,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,355,162,0.46,45,16,0.36,355,181.5,0.51,390,325,0.83,350,220,0.63,370,255.5,0.69,370,260,0.7,370,300,0.81,370,304.5,0.82,365,320,0.88,365,320,0.88,,,,,,,,,,,,
Total (Groundnut),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,3217,2341,0.73,475,280,0.59,3075,2206,0.72,3355,2856.1,0.85,3245,2560.5,0.79,3370,2860.5,0.85,3365,2838.5,0.84,3375,2977,0.88,3380,2985,0.88,3340,3142,0.94,3216,2995.5,0.93,,,0,,,0,,,0,,,0
8. Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bishnupur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,800,1450,1.81,860,1450,1.69,850,1360,1.6,1000,1560,1.56,410,750,1.83,920,2030,2.21,920,2100,2.28,920,2200,2.39,920,1950,2.12,880,1920,2.18,700,1400,2,,,,,,,500,1250,2.5,500,1010,2.02
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,210,280,1.33,710,1050,1.48,360,700,1.94,380,780,2.05,680,1890,2.78,650,1550,2.38,690,1600,2.32,710,1770,2.49,710,1670,2.35,710,1680,2.37,710,1680,2.37,,,,,,,710,1700,2.39,720,1220,1.69
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1010,1730,1.71,1570,2500,1.59,1210,2060,1.7,1380,2340,1.7,1090,2640,2.42,1570,3580,2.28,1610,3700,2.3,1630,3970,2.44,1630,3620,2.22,1590,3600,2.26,1410,3080,2.18,,,0,,,0,1210,2950,2.44,1220,2230,1.83
2. Chandel,Kharif,140,460,3.29,360,1130,3.14,430,1280,2.98,210,660,3.14,280,870,3.11,400,1210,3.03,480,1060,2.21,410,1150,2.8,1800,3610,2.01,2030,3610,1.78,2860,5570,1.95,2990,5260,1.76,2190,4560,2.08,2950,6350,2.15,2950,6390,2.17,2960,6850,2.31,2960,6450,2.18,3000,7450,2.48,3000,7550,2.52,,,,,,,3000,6800,2.27,3000,6750,2.25
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,250,330,1.32,1390,2450,1.76,450,940,2.09,560,1150,2.05,780,2150,2.76,720,1700,2.36,750,1750,2.33,790,2000,2.53,800,2000,2.5,820,2060,2.51,850,2030,2.39,,,,,,,840,2010,2.39,850,2010,2.36
,Total,140,460,3.29,360,1130,3.14,430,1280,2.98,210,660,3.14,280,870,3.11,400,1210,3.03,480,1060,2.21,410,1150,2.8,2050,3940,1.92,3420,6060,1.77,3310,6510,1.97,3550,6410,1.81,2970,6710,2.26,3670,8050,2.19,3700,8140,2.2,3750,8850,2.36,3760,8450,2.25,3820,9510,2.49,3850,9580,2.49,,,0,,,0,3840,8810,2.29,3850,8760,2.28
3. Churachandpur,Kharif,1860,3980,2.14,1180,1790,1.52,,,,230,270,1.17,160,220,1.38,260,370,1.42,340,920,2.71,170,450,2.65,5090,9750,1.92,4440,9750,2.2,4580,8150,1.78,5400,10070,1.86,3370,6570,1.95,5380,12000,2.23,5380,12150,2.26,5410,11760,2.17,5410,11400,2.11,5440,12350,2.27,5440,8300,1.53,622,1815,2.92,1880,3289,1.75,2140,4560,2.13,4770,10030,2.1
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,350,410,1.17,3860,6320,1.64,550,1290,2.35,670,1490,2.22,880,2420,2.75,810,1950,2.41,840,1980,2.36,890,2100,2.36,890,2110,2.37,900,2150,2.39,910,2170,2.38,,,,,,,800,1850,2.31,870,2080,2.39
,Total,1860,3980,2.14,1180,1790,1.52,,,0,230,270,1.17,160,220,1.38,260,370,1.42,340,920,2.71,170,450,2.65,5440,10160,1.87,8300,16070,1.94,5130,9440,1.84,6070,11560,1.9,4250,8990,2.12,6190,13950,2.25,6220,14130,2.27,6300,13860,2.2,6300,13510,2.14,6340,14500,2.29,6350,10470,1.65,622,1815,2.92,1880,3289,1.75,2940,6410,2.18,5640,12110,2.15
4. Imphal east,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,570,910,1.6,690,910,1.32,580,930,1.6,690,1050,1.52,270,530,1.96,580,1300,2.24,580,1350,2.33,600,1430,2.38,600,1200,2,610,1320,2.16,610,1320,2.16,,,,,,,530,1150,2.17,340,720,2.12
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,180,290,1.61,480,680,1.42,330,650,1.97,490,1020,2.08,640,1800,2.81,620,1500,2.42,650,1520,2.34,720,1850,2.57,730,1820,2.49,750,1870,2.49,770,1840,2.39,,,,,,,750,1800,2.4,1000,2600,2.6
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,750,1200,1.6,1170,1590,1.36,910,1580,1.74,1180,2070,1.75,910,2330,2.56,1200,2800,2.33,1230,2870,2.33,1320,3280,2.48,1330,3020,2.27,1360,3190,2.35,1380,3160,2.29,,,0,,,0,1280,2950,2.3,1340,3320,2.48
5. Imphal west,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,580,980,1.69,680,980,1.44,600,1000,1.67,670,1020,1.52,240,480,2,600,1350,2.25,600,1410,2.35,610,1410,2.31,610,1250,2.05,600,1310,2.18,600,1380,2.3,,,,,,,600,1680,2.8,590,1400,2.37
