State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Arunachal Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. East siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,45,1.1,46,47,1.02,40,37,0.93,40,37,0.93,40,42,1.05,42,44,1.05,47,50,1.06
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,463,1.17,401,464,1.16,206,277,1.34,206,277,1.34,206,279,1.35,207,282,1.36,207,287,1.39
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,436,508,1.17,447,511,1.14,246,314,1.28,246,314,1.28,246,321,1.3,249,326,1.31,254,337,1.33
6. Kamle,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,31,1.29,24,31,1.29,24,31,1.29,24,31,1.29,24,31,1.29
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,49,0.91,54,49,0.91,54,49,0.91,55,50,0.91,56,54,0.96
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,78,80,1.03,78,80,1.03,78,80,1.03,79,81,1.03,80,85,1.06
7. Kra daadi,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,17,0.61,21,7,0.33,21,7,0.33,21,10,0.48,21,10,0.48,21,10,0.48,21,14,0.67
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,56,1.51,27,45,1.67,27,45,1.67,28,45,1.61,28,45,1.61,28,45,1.61,28,115,4.11
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,65,73,1.12,48,52,1.08,48,52,1.08,49,55,1.12,49,55,1.12,49,55,1.12,49,129,2.63
8. Kurung kumey,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,0.96,17,18,1.06,17,18,1.06,17,19,1.12,17,19,1.12,17,19,1.12,17,19,1.12
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,51,1.42,26,43,1.65,26,43,1.65,27,43,1.59,27,43,1.59,28,44,1.57,28,44,1.57
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,63,77,1.22,43,61,1.42,43,61,1.42,44,62,1.41,44,62,1.41,45,63,1.4,45,63,1.4
9. Leparada,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,1.38,8,11,1.38,11,14,1.27,11,14,1.27
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,113,2.35,48,95,1.98,49,98,2,49,98,2
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,56,124,2.21,56,106,1.89,60,112,1.87,60,112,1.87
10. Lohit,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,49,1.26,28,49,1.75,28,49,1.75,28,49,1.75,28,50,1.79,30,53,1.77,30,33,1.1
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,376,1.35,257,377,1.47,257,377,1.47,258,377,1.46,258,379,1.47,259,382,1.47,264,392,1.48
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,318,425,1.34,285,426,1.49,285,426,1.49,286,426,1.49,286,429,1.5,289,435,1.51,294,425,1.45
11. Longding,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,0.62,22,15,0.68,22,15,0.68,22,15,0.68,22,15,0.68,22,15,0.68,22,15,0.68
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,102,1.03,90,100,1.11,90,100,1.11,91,107,1.18,91,109,1.2,91,110,1.21,91,110,1.21
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,125,118,0.94,112,115,1.03,112,115,1.03,113,122,1.08,113,124,1.1,113,125,1.11,113,125,1.11
12. Lower dibang valley,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,35,0.83,48,43,0.9,48,43,0.9,48,43,0.9,48,34,0.71,49,35,0.71,54,56,1.04
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,415,1.29,331,427,1.29,331,427,1.29,332,427,1.29,332,429,1.29,333,430,1.29,333,435,1.31
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,364,450,1.24,379,470,1.24,379,470,1.24,380,470,1.24,380,463,1.22,382,465,1.22,387,491,1.27
13. Lower siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,34,1.13,27,31,1.15,27,33,1.22,28,34,1.21,28,34,1.21
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,398,1.26,285,364,1.28,285,366,1.28,286,367,1.28,286,372,1.3
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,347,432,1.24,312,395,1.27,312,399,1.28,314,401,1.28,314,406,1.29
14. Lower subansiri,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,40,1.11,44,39,0.89,34,38,1.12,34,39,1.15,34,39,1.15,35,40,1.14,35,40,1.14
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,391,2.46,172,388,2.26,118,370,3.14,119,370,3.11,119,372,3.13,120,373,3.11,120,253,2.11
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,195,431,2.21,216,427,1.98,152,408,2.68,153,409,2.67,153,411,2.69,155,413,2.66,155,293,1.89
15. Namsai,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,63,1.15,70,63,0.9,70,63,0.9,70,63,0.9,70,65,0.93,73,69,0.95,78,80,1.03
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,629,1.21,549,635,1.16,549,635,1.16,550,642,1.17,550,644,1.17,551,647,1.17,561,657,1.17
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,574,692,1.21,619,698,1.13,619,698,1.13,620,705,1.14,620,709,1.14,624,716,1.15,639,737,1.15
16. Pakke kessang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15,1.15,13,15,1.15,14,16,1.14,14,16,1.14
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,108,1.17,92,110,1.2,93,111,1.19,93,141,1.52
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,105,123,1.17,105,125,1.19,107,127,1.19,107,157,1.47
17. Papum pare,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,1,37,29,0.78,37,29,0.78,37,30,0.81,37,30,0.81,39,32,0.82,44,42,0.95
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,341,2.56,146,335,2.29,146,335,2.29,148,335,2.26,148,337,2.28,149,339,2.28,149,339,2.28
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,162,370,2.28,183,364,1.99,183,364,1.99,185,365,1.97,185,367,1.98,188,371,1.97,193,381,1.97
18. Shi yomi,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,72,3.79,19,32,1.68,19,33,1.74,9,13,1.44
19. Siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,1,26,31,1.19,26,31,1.19,26,31,1.19,26,34,1.31,29,38,1.31,34,40,1.18
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,212,1.05,192,211,1.1,192,211,1.1,192,218,1.14,194,379,1.95,195,382,1.96,195,373,1.91
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,233,244,1.05,218,242,1.11,218,242,1.11,218,249,1.14,220,413,1.88,224,420,1.88,229,413,1.8
20. Tirap,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,11,0.38,23,14,0.61,23,14,0.61,23,14,0.61,23,14,0.61,24,15,0.63,24,15,0.63
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,105,1.52,59,106,1.8,59,106,1.8,60,113,1.88,60,115,1.92,61,116,1.9,61,106,1.74
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,98,116,1.18,82,120,1.46,82,120,1.46,83,127,1.53,83,129,1.55,85,131,1.54,85,121,1.42
21. Upper siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,17,0.77,19,17,0.89,19,17,0.89,19,17,0.89,19,17,0.89,20,18,0.9,20,18,0.9
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,173,1.68,98,172,1.76,98,172,1.76,98,172,1.76,98,174,1.78,99,175,1.77,99,175,1.77
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,125,190,1.52,117,189,1.62,117,189,1.62,117,189,1.62,117,191,1.63,119,193,1.62,119,193,1.62
22. Upper subansiri,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,34,1.13,32,42,1.31,22,32,1.45,22,33,1.5,22,33,1.5,23,34,1.48,23,30,1.3
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,310,1.57,194,324,1.67,178,244,1.37,179,244,1.36,179,246,1.37,180,247,1.37,180,247,1.37
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,228,344,1.51,226,366,1.62,200,276,1.38,201,277,1.38,201,279,1.39,203,281,1.38,203,277,1.36
23. West kameng,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,65,1.14,72,73,1.01,72,73,1.01,74,74,1,74,75,1.01,76,77,1.01,81,84,1.04
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,407,1.96,230,434,1.89,230,434,1.89,230,434,1.89,230,436,1.9,231,439,1.9,231,464,2.01
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,265,472,1.78,302,507,1.68,302,507,1.68,304,508,1.67,304,511,1.68,307,516,1.68,312,548,1.76
24. West siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,35,1.06,37,34,0.92,19,30,1.58,14,22,1.57,14,22,1.57,17,25,1.47,17,25,1.47
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,313,2.17,150,311,2.07,64,285,4.45,29,148,5.1,29,53,1.83,30,56,1.87,30,56,1.87
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,177,348,1.97,187,345,1.84,83,315,3.8,43,170,3.95,43,75,1.74,47,81,1.72,47,81,1.72
Total (Peas & beans (Pulses)),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,4291,5807,1.35,4332,5879,1.36,4362,6455,1.48,4378,6120,1.4,4380,6165,1.41,4430,6237,1.41,4471,6315,1.41
10. Rapeseed &Mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Anjaw,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,200,1.23,182,220,1.21,182,220,1.21,185,223,1.21,185,225,1.22,198,185,0.93,182,187,1.03
2. Changlang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4177,3307,0.79,4188,3318,0.79,4288,3603,0.84,4291,3606,0.84,4293,3636,0.85,4312,3687,0.86,4314,3852,0.89
3. Dibang valley,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,96,1.81,53,96,1.81,53,96,1.81,56,99,1.77,57,100,1.75,63,55,0.87,73,57,0.78
4. East kameng,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,1036,1.36,770,1047,1.36,770,1047,1.36,542,735,1.36,542,740,1.37,557,769,1.38,559,779,1.39
5. East siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122,3479,1.11,3133,3490,1.11,2538,2285,0.9,2541,2286,0.9,2543,2306,0.91,2565,2371,0.92,2567,2561,1
6. Kamle,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,459,1.3,355,462,1.3,356,466,1.31,364,405,1.11,366,415,1.13
7. Kra daadi,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,25,0.89,28,25,0.89,28,25,0.89,30,26,0.87,31,28,0.9,36,35,0.97,28,37,1.32
8. Kurung kumey,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,21,0.88,24,21,0.88,24,21,0.88,26,23,0.88,27,25,0.93,30,31,1.03,27,33,1.22
9. Leparada,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,375,1.15,325,379,1.17,340,405,1.19,332,410,1.23
10. Lohit,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064,3860,0.95,4075,3871,0.95,4075,3871,0.95,4078,3874,0.95,4080,3904,0.96,4100,3985,0.97,4102,4155,1.01
11. Longding,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,220,1,230,231,1,230,231,1,233,234,1,234,236,1.01,244,234,0.96,246,236,0.96
12. Lower dibang valley,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099,4256,1.04,4110,4267,1.04,4110,4265,1.04,4112,4271,1.04,4114,4327,1.05,4139,4398,1.06,4162,4418,1.06
13. Lower siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,2044,2.4,768,1842,2.4,770,1862,2.42,784,1886,2.41,786,1241,1.58
14. Lower subansiri,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,1200,1.33,911,1211,1.33,586,782,1.33,587,782,1.33,588,787,1.34,602,808,1.34,594,810,1.36
15. Namsai,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5454,4639,0.85,5465,4650,0.85,5465,4650,0.85,5472,4657,0.85,5475,4714,0.86,5498,4776,0.87,5522,4906,0.89
16. Pakke kessang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,315,1.36,231,318,1.38,243,332,1.37,245,337,1.38
17. Papum pare,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276,1870,1.47,1287,1881,1.46,1287,1881,1.46,1288,1881,1.46,1290,1901,1.47,1317,1934,1.47,1330,1949,1.47
18. Shi yomi,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,155,0.73,213,157,0.74,222,167,0.75,222,167,0.75
19. Siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844,1671,0.91,1870,1697,0.91,1871,1697,0.91,1874,1700,0.91,1877,1720,0.92,1894,1838,0.97,1897,1848,0.97
20. Tirap,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,258,1.56,176,269,1.53,176,269,1.53,179,272,1.52,180,275,1.53,191,228,1.19,193,230,1.19
21. Upper siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,110,1.51,84,121,1.44,84,121,1.44,85,124,1.46,86,126,1.47,100,147,1.47,106,149,1.41
22. Upper subansiri,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,175,1.54,125,186,1.49,97,153,1.58,99,155,1.57,100,157,1.57,112,173,1.54,119,175,1.47
23. West kameng,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,341,1.82,198,352,1.78,198,352,1.78,200,353,1.77,201,363,1.81,213,381,1.79,215,391,1.82
24. West siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,1750,1.38,1277,1761,1.38,941,663,0.7,491,341,0.69,492,345,0.7,506,373,0.74,498,435,0.87
Total (Rapeseed &Mustard),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27986,28514,1.02,28186,28714,1.02,28206,28735,1.02,28261,28791,1.02,28290,29097,1.03,28630,29603,1.03,28685,29778,1.04
11. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Anjaw,Kharif,,,,,,,,,,,,,3342,1914,0.57,3400,5000,1.47,4060,3004,0.74,4085,2530,0.62,3901,2516,0.64,3945,2355.33,0.6,3949,3631,0.92,3489,2988,0.86,3561,2996,0.84,3561,2624,0.74,3561,2394,0.67,3655,2507,0.69,3655,2508,0.69,3703,3774.66,1.02,3727,3853.3,1.03,3741,4069,1.09,3752,4160,1.11,3802,4245.33,1.12,3826,4294,1.12
2. Changlang,Kharif,11925,16387,1.37,11857,16250,1.37,11860,16780,1.41,11867,18508,1.56,11885,18630,1.57,11905,18667,1.57,6191,10606,1.71,15622,27398,1.75,16763,35010,2.09,8519,15639.33,1.84,9585,18265,1.91,10260,20873,2.03,9605,19512,2.03,9681,19750,2.04,9081,20169,2.22,9175,19987,2.18,9375,20653.33,2.2,9423,20814,2.21,9447,20892.6,2.21,9461,21108,2.23,9471,21199.33,2.24,9671,21598.67,2.23,9703,21779.3,2.24
3. Dibang valley,Kharif,10450,13400,1.28,5400,3840,0.71,1691,1522,0.9,1700,1700,1,916,870,0.95,1000,691,0.69,1235,1273,1.03,1200,839,0.7,1200,839,0.7,1200,838.66,0.7,1585,1268,0.8,1610,1382,0.86,1682,1420,0.84,1690,1486,0.88,1690,1485,0.88,1690,1487,0.88,1759,1634,0.93,1807,1834,1.01,1831,1912.6,1.04,1845,2128,1.15,1856,2219.33,1.2,1896,2262.66,1.19,1917,2297.3,1.2
4. East kameng,Kharif,8200,9840,1.2,12310,16790,1.36,8500,10715,1.26,8510,10725,1.26,8515,6651,0.78,8538,3158,0.37,8235,6313,0.77,8200,6952,0.85,8250,6933,0.84,8260,6993.33,0.85,8267,7178,0.87,8398,7822,0.93,8768,8442,0.96,8968,9087,1.01,8968,9436,1.05,9062,11137,1.23,9047,11158,1.23,9095,11824.66,1.3,9119,11903,1.31,6393,8483,1.33,6404,8574,1.34,6504,8737.33,1.34,6532,8808.6,1.35
5. East siang,Kharif,12310,19500,1.58,5400,5000,0.93,12330,26605,2.16,12100,28000,2.31,12526,17499,1.4,12800,19535,1.53,13137,19729,1.5,13000,19799,1.52,13142,19761,1.5,14147,20775.33,1.47,15137,24103,1.59,15378,26268,1.71,16770,27098,1.62,16770,27044,1.61,16120,27463,1.7,11378,19388,1.7,11743,21388,1.82,11791,22816.66,1.94,14046,25650.6,1.83,14060,25866,1.84,14071,25912,1.84,14441,26764,1.85,15132,28076.6,1.86
6. Kamle,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581,7845,2.19,3595,8061,2.24,3606,8152,2.26,3656,8165.33,2.23,3658,7074,1.93
7. Kra daadi,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,1299,7.18,500,678.66,1.36,570,878.66,1.54,594,957.3,1.61,608,1173,1.93,619,1264,2.04,645,1294,2.01,664,1327.3,2
8. Kurung kumey,Kharif,,,,,,,6300,7440,1.18,7434,6375,0.86,6300,7434,1.18,6375,7530,1.18,6000,5095,0.85,500,615,1.23,500,615,1.23,500,615.33,1.23,400,527,1.32,406,574,1.41,410,590,1.44,53,74,1.4,53,74,1.4,156,1092,7,535,718.66,1.34,601,918.66,1.53,625,997.3,1.6,639,1213,1.9,650,1304,2.01,670,1335.33,1.99,691,1378.6,2
9. Leparada,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3521,5649,1.6,3532,5740,1.63,3612,6002.66,1.66,3664,6133.3,1.67
10. Lohit,Kharif,13980,13630,0.97,10900,14170,1.3,14158,12883,0.91,14257,19390,1.36,8227,9872,1.2,8500,11759,1.38,10500,17010,1.62,10300,16833,1.63,10412,17952,1.72,11770,19541.33,1.66,11654,20263,1.74,11839,22082,1.87,12239,23512,1.92,12150,21662,1.78,11450,22080,1.93,4655,8804,1.89,4559,9353.33,2.05,4607,9515.33,2.07,4631,9594,2.07,4645,9810,2.11,4656,9900.67,2.13,4736,10040,2.12,4764,10155.3,2.13
11. Longding,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890,2504,0.87,2890,2923,1.01,2984,3484,1.17,2984,4817.33,1.61,3032,4979.33,1.64,3056,5058,1.66,3070,5280,1.72,3080,5371.33,1.74,3130,5477.33,1.75,3154,5545.3,1.76
12. Lower dibang valley,Kharif,,,,,,,9580,13500,1.41,9650,11100,1.15,9655,14895,1.54,9700,15035,1.55,10736,14149,1.32,10950,13477,1.23,11059,13610,1.23,11169,8934.66,0.8,11180,13760,1.23,11357,14995,1.32,11460,14822,1.29,14595,16058,1.1,13906,16479,1.19,14000,18133,1.3,14640,20800,1.42,14688,22300,1.52,14712,22496.6,1.53,14726,22712,1.54,14737,22803.33,1.55,15107,23667.33,1.57,14475,23848.6,1.65
13. Lower siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5428,8189.3,1.51,4898,7564,1.54,4909,7655.33,1.56,4959,7748.66,1.56,4989,7836,1.57
14. Lower subansiri,Kharif,18150,18150,1,4350,3500,0.8,14800,17465,1.18,8460,10152,1.2,9306,11167,1.2,9500,11600,1.22,9643,12075,1.25,7685,9459,1.23,7839,9647,1.23,10193,12544.66,1.23,8155,10655,1.31,8285,1161,0.14,8290,14358,1.73,8373,14792,1.77,7673,15210,1.98,7767,15399,1.98,8067,18044,2.24,8115,18206,2.24,6033,12213.3,2.02,6047,12429,2.06,6058,12520,2.07,6208,12755.33,2.05,6241,12883.3,2.06
