State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Arunachal Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Dibang valley,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,17,0.53,26,17,0.65,26,17,0.65,26,17,0.65,,,,26,17,0.65,26,17,0.65
3. East siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,21,0.51,47,24,0.51,38,30,0.79,38,31,0.82,,,,43,35,0.81,44,36,0.82
4. Kamle,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,56,2,28,56,2,,,,28,49,1.75,28,39,1.39
5. Leparada,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,1.5,,,,8,11,1.38,9,11,1.22
6. Lower dibang valley,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,24,0.55,61,36,0.59,61,36,0.59,61,37,0.61,,,,61,49,0.8,62,49,0.79
7. Lower siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,2.33,27,63,2.33,,,,27,45,1.67,28,35,1.25
8. Lower subansiri,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,27,0.82,47,25,0.53,47,15,0.32,47,16,0.34,,,,47,24,0.51,47,24,0.51
9. Papum pare,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,19,0.53,50,26,0.52,50,26,0.52,50,26,0.52,,,,55,38,0.69,55,38,0.69
10. Siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,19,0.53,28,18,0.64,28,18,0.64,29,18,0.62,,,,29,23,0.79,30,26,0.87
11. Tirap,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,16,0.36,35,17,0.49,35,17,0.49,35,17,0.49,,,,35,17,0.49,35,32,0.91
12. Upper subansiri,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,24,0.51,47,41,0.87,39,31,0.79,39,32,0.82,,,,39,32,0.82,39,32,0.82
13. West siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,21,0.53,46,32,0.7,20,20,1,15,15,1,,,,15,13,0.87,15,13,0.87
Total (Masoor),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,413,202,0.49,438,252,0.58,453,352,0.78,454,356,0.78,,,0,464,369,0.8,469,379,0.81
5. Moong(Green Gram),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Anjaw,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,0.87,10,14,1.4,10,14,1.4,10,18,1.8,10,18,1.8,10,8,0.8,10,8,0.8
2. Changlang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,63,1.03,64,66,1.03,64,66,1.03,64,66,1.03,64,66,1.03,70,71,1.01,85,86,1.01
3. Dibang valley,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,0.94,14,17,1.21,14,17,1.21,14,17,1.21,14,17,1.21,14,13,0.93,14,13,0.93
4. East kameng,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,110,1.05,56,45,0.8,113,122,1.08,80,85,1.06,80,85,1.06,82,86,1.05,84,89,1.06
5. East siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,74,0.73,106,74,0.7,72,71,0.99,73,72,0.99,73,72,0.99,81,83,1.02,86,89,1.03
6. Kamle,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,33,0.69,49,35,0.71,49,35,0.71,19,16,0.84,19,17,0.89
7. Leparada,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,0.9,10,9,0.9,11,10,0.91,11,10,0.91
8. Lohit,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,171,0.84,193,171,0.89,193,171,0.89,193,173,0.9,193,173,0.9,210,219,1.04,215,221,1.03
9. Longding,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,0.86,10,11,1.1,10,11,1.1,10,11,1.1,10,11,1.1,10,8,0.8,10,8,0.8
10. Lower dibang valley,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,93,1.04,95,101,1.06,95,101,1.06,95,102,1.07,95,102,1.07,97,103,1.06,97,104,1.07
11. Lower siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,33,0.56,59,30,0.51,59,30,0.51,60,65,1.08,60,66,1.1
12. Lower subansiri,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,55,0.96,,,,35,54,1.54,35,55,1.57,35,55,1.57,37,39,1.05,37,40,1.08
13. Namsai,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,122,0.64,207,122,0.59,207,122,0.59,207,122,0.59,207,122,0.59,217,209,0.96,217,211,0.97
14. Pakke kessang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,37,1.09,34,37,1.09,36,38,1.06,38,40,1.05
15. Papum pare,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,45,0.94,65,54,0.83,56,45,0.8,56,46,0.82,56,46,0.82,59,65,1.1,61,68,1.11
16. Siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,42,0.95,18,41,2.28,38,41,1.08,38,41,1.08,38,41,1.08,41,46,1.12,41,47,1.15
17. Tawang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,272,1.59,172,273,1.59,172,273,1.59,174,275,1.58,174,275,1.58,179,198,1.11,181,201,1.11
18. Tirap,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,0.88,11,15,1.36,11,15,1.36,11,15,1.36,11,15,1.36,14,12,0.86,14,12,0.86
19. Upper siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,45,1.13,32,42,1.31,37,42,1.14,37,42,1.14,37,42,1.14,38,44,1.16,40,45,1.13
20. Upper subansiri,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,82,1.3,50,86,1.72,57,83,1.46,57,84,1.47,57,84,1.47,60,63,1.05,60,64,1.07
21. West kameng,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,122,1.08,,,,,,,,,,,,,,,
22. West siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,46,0.96,52,45,0.87,22,25,1.14,12,19,1.58,12,19,1.58,13,12,0.92,13,12,0.92
Total (Moong(Green Gram)),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1287,1277,0.99,1268,1299,1.02,1313,1339,1.02,1318,1354,1.03,1318,1354,1.03,1358,1408,1.04,1393,1451,1.04
6. Other Rabi pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Anjaw,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16,0.8
2. Changlang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,35,0.52,73,40,0.55,73,40,0.55,73,40,0.55,73,42,0.58,73,42,0.58,73,42,0.58
3. Dibang valley,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,14,0.4,29,14,0.48,29,14,0.48,30,16,0.53,30,16,0.53,30,16,0.53,30,11,0.37
4. East kameng,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,176,0.51,362,196,0.54,362,196,0.54,253,137,0.54,253,137,0.54,255,139,0.55,155,85,0.55
5. East siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,41,0.49,93,43,0.46,68,23,0.34,68,23,0.34,68,26,0.38,68,26,0.38,68,52,0.76
6. Kamle,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13,0.65
7. Kra daadi,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,44,1.57,18,34,1.89,18,34,1.89,18,34,1.89,18,34,1.89,18,34,1.89,18,14,0.78
8. Kurung kumey,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,23,0.88,16,15,0.94,16,15,0.94,16,16,1,16,16,1,16,16,1,16,11,0.69
9. Leparada,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,0.43,15,8,0.53,15,8,0.53,15,8,0.53
10. Lohit,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,38,0.58,45,39,0.87,45,39,0.87,45,39,0.87,45,40,0.89,45,40,0.89,45,40,0.89
11. Longding,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,27,0.9,22,25,1.14,22,25,1.14,23,25,1.09,23,25,1.09,23,25,1.09,23,19,0.83
12. Lower dibang valley,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,60,0.58,103,73,0.71,103,73,0.71,103,73,0.71,103,76,0.74,103,76,0.74,103,76,0.74
13. Lower siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,20,0.36,47,18,0.38,47,21,0.45,47,21,0.45,47,33,0.7
14. Lower subansiri,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,12,0.48
15. Namsai,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,54,0.57,125,60,0.48,125,60,0.48,126,60,0.48,126,63,0.5,126,63,0.5,126,63,0.5
16. Pakke kessang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,59,0.54,109,59,0.54,111,61,0.55,111,61,0.55
17. Papum pare,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,24,0.73
18. Shi yomi,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,0.6,10,6,0.6,10,6,0.6,10,5,0.5
19. Siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,29,0.59,40,28,0.7,40,28,0.7,40,28,0.7,40,28,0.7,40,28,0.7,40,36,0.9
20. Tawang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,79,1.04,81,90,1.11,81,90,1.11,81,91,1.12,81,91,1.12,83,92,1.11,83,82,0.99
21. Tirap,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13,0.65
22. Upper siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,22,0.56,34,21,0.62,34,21,0.62,34,24,0.71,34,25,0.74,34,25,0.74,34,20,0.59
23. Upper subansiri,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,19,0.76
24. West kameng,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,95,0.67,165,122,0.74,165,122,0.74,165,124,0.75,165,124,0.75,167,126,0.75,127,91,0.72
25. West siang,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,28,0.51,62,15,0.24,31,15,0.48,18,5,0.28,19,7,0.37,19,7,0.37,19,12,0.63
Total (Other Rabi pulses),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1243,765,0.62,1268,815,0.64,1268,815,0.64,1273,824,0.65,1275,844,0.66,1283,851,0.66,1286,858,0.67
7. Other Kharif pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Anjaw,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,26,0.87,23,27,1.17,23,27,1.17,24,29,1.21,24,29,1.21,24,29,1.21,24,29,1.21
2. Changlang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,91,0.76,127,96,0.76,127,96,0.76,128,96,0.75,128,97,0.76,128,97,0.76,107,89,0.83
3. Dibang valley,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,49,0.54,81,49,0.6,81,49,0.6,82,52,0.63,82,52,0.63,82,52,0.63,62,39,0.63
4. East kameng,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,116,0.78,163,137,0.84,163,137,0.84,114,96,0.84,114,97,0.85,114,97,0.85,64,56,0.88
5. East siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,133,0.76,185,136,0.74,136,53,0.39,136,55,0.4,136,58,0.43,140,63,0.45,119,124,1.04
6. Kamle,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,94,1.96,48,94,1.96,48,90,1.88,48,90,1.88,48,52,1.08
7. Kra daadi,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,12,0.52,17,2,0.12,17,2,0.12,18,2,0.11,18,4,0.22,18,4,0.22,,,
8. Kurung kumey,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,11,0.5,12,4,0.33,12,4,0.33,12,4,0.33,12,4,0.33,12,4,0.33,,,
9. Leparada,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,34,1.13,30,35,1.17,30,35,1.17,23,30,1.3
10. Lohit,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,290,1.09,244,292,1.2,244,292,1.2,244,295,1.21,245,296,1.21,250,301,1.2,226,289,1.28
11. Longding,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,27,0.56,40,25,0.63,40,25,0.63,40,25,0.63,40,25,0.63,40,25,0.63,19,15,0.79
12. Lower dibang valley,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,174,0.86,214,190,0.89,214,190,0.89,214,192,0.9,214,193,0.9,218,198,0.91,191,182,0.95
13. Lower siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,43,0.36,108,38,0.35,108,40,0.37,108,40,0.37,87,72,0.83
14. Lower subansiri,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,83,0.86,104,82,0.79,82,82,1,82,83,1.01,82,84,1.02,82,84,1.02,82,84,1.02
15. Namsai,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,308,1.42,245,258,1.05,247,258,1.04,249,258,1.04,250,259,1.04,252,262,1.04,213,255,1.2
16. Pakke kessang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,41,0.84,49,42,0.86,49,42,0.86,26,25,0.96
17. Papum pare,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,81,1.23,74,81,1.09,74,81,1.09,74,82,1.11,74,83,1.12,75,84,1.12,75,89,1.19
18. Shi yomi,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,35,1.52,23,32,1.39,23,32,1.39,16,17,1.06
19. Siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,92,0.85,97,92,0.95,97,92,0.95,98,92,0.94,100,98,0.98,102,99,0.97,76,80,1.05
20. Tawang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,99,1.3,80,108,1.35,80,108,1.35,80,112,1.4,80,115,1.44,81,116,1.43,60,65,1.08
21. Tirap,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,20,0.95,15,20,1.33,15,20,1.33,16,20,1.25,16,21,1.31,16,21,1.31,16,21,1.31
22. Upper siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,114,0.81,136,112,0.82,136,114,0.84,136,116,0.85,136,117,0.86,136,117,0.86,113,104,0.92
23. Upper subansiri,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,125,1.18,93,138,1.48,73,118,1.62,73,119,1.63,73,120,1.64,73,120,1.64,73,90,1.23
24. West kameng,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,273,0.74,397,320,0.81,397,320,0.81,397,324,0.82,397,337,0.85,407,344,0.85,374,326,0.87
25. West siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,111,0.87,137,110,0.8,70,116,1.66,31,52,1.68,31,48,1.55,31,48,1.55,18,23,1.28
Total (Other Kharif pulses),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2450,2235,0.91,2484,2279,0.92,2496,2321,0.93,2506,2346,0.94,2510,2376,0.95,2539,2404,0.95,2112,2156,1.02
8. other oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Changlang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,59,1.11,57,88,1.54,57,88,1.54,57,88,1.54,57,88,1.54,60,70,1.17,,,
2. Leparada,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,7,7,1,10,7,0.7,,,
3. Lohit,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,64,1.28,54,68,1.26,54,68,1.26,54,68,1.26,55,68,1.24,57,71,1.25,,,
4. Lower dibang valley,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,81,0.49,211,124,0.59,211,124,0.59,211,124,0.59,211,133,0.63,214,156,0.73,,,
5. Namsai,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,96,1.57,108,114,1.06,108,114,1.06,108,114,1.06,108,114,1.06,112,117,1.04,,,
6. Papum pare,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,122,0.65,151,58,0.38,151,58,0.38,151,59,0.39,151,69,0.46,154,115,0.75,,,
7. Siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,56,1.44,43,88,2.05,43,88,2.05,43,88,2.05,43,88,2.05,45,47,1.04,,,
8. Upper siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,79,1.36,62,83,1.34,62,83,1.34,64,83,1.3,64,83,1.3,67,85,1.27,,,
9. West siang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,59,0.84,29,26,0.9,29,26,0.9,22,19,0.86,22,20,0.91,22,22,1,,,
Total (other oilseeds),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,684,616,0.9,715,649,0.91,715,649,0.91,717,650,0.91,718,670,0.93,741,690,0.93,,,0
9. Peas & beans (Pulses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Anjaw,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,13,0.45,22,15,0.68,22,15,0.68,22,15,0.68,22,15,0.68,22,15,0.68,22,15,0.68
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,105,1.4,66,106,1.61,66,106,1.61,67,107,1.6,67,109,1.63,67,110,1.64,67,110,1.64
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,104,118,1.13,88,121,1.38,88,121,1.38,89,122,1.37,89,124,1.39,89,125,1.4,89,125,1.4
2. Changlang,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,24,0.89,30,27,0.9,30,27,0.9,30,27,0.9,30,27,0.9,32,29,0.91,32,29,0.91
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,268,1.31,209,272,1.3,209,672,3.22,210,279,1.33,210,281,1.34,211,283,1.34,211,283,1.34
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,231,292,1.26,239,299,1.25,239,699,2.92,240,306,1.28,240,308,1.28,243,312,1.28,243,312,1.28
3. Dibang valley,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,1,24,28,1.17,24,28,1.17,23,28,1.22,23,28,1.22,23,28,1.22,23,28,1.22
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,136,0.79,166,133,0.8,166,133,0.8,167,133,0.8,167,133,0.8,168,134,0.8,168,134,0.8
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,201,164,0.82,190,161,0.85,190,161,0.85,190,161,0.85,190,161,0.85,191,162,0.85,191,162,0.85
4. East kameng,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,39,1.08,44,49,1.11,44,49,1.11,32,34,1.06,32,34,1.06,33,35,1.06,38,41,1.08
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,336,1.15,307,356,1.16,307,356,1.16,215,255,1.19,215,257,1.2,216,258,1.19,216,288,1.33
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,327,375,1.15,351,405,1.15,351,405,1.15,247,289,1.17,247,291,1.18,249,293,1.18,254,329,1.3
