State/Crop/District,Season,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690,1208,0.71,1485,1062,0.72,1065,772,0.72,1163,756,0.65,147,96,0.65,3,2,0.67
,Total,,,0,,,0,,,0,,,0,102.85,81,0.79,93.83,51,0.54,83.36,63,0.76,55,15,0.27,,,0,9,7,0.78,,,0,6,5,0.83,6,6,1,7,5,0.71,25,29,1.16,1690,1208,0.71,1485,1062,0.72,1065,772,0.72,1163,756,0.65,147,96,0.65,3,2,0.67
6. East singhbum,Autumn,,,,,,,,,,,,,5.85,5,0.85,,,,4.98,4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,1,2,2,1,41,41,1
,Total,,,0,,,0,,,0,,,0,5.85,5,0.85,,,0,4.98,4,0.8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29,29,1,2,2,1,41,41,1
7. Garhwa,Autumn,,,,,,,,,,,,,566.14,437,0.77,493.86,461,0.93,487.04,281,0.58,490,203,0.41,,,,,,,485,254,0.52,262,198,0.76,257,237,0.92,240,127,0.53,164,191,1.16,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,38,1.27,,,
,Total,,,0,,,0,,,0,,,0,566.14,437,0.77,493.86,461,0.93,487.04,281,0.58,490,203,0.41,,,0,,,0,485,254,0.52,262,198,0.76,257,237,0.92,240,127,0.53,164,191,1.16,,,0,,,0,,,0,,,0,30,38,1.27,,,0
8. Giridih,Autumn,3247.35,1211.26,0.37,7227.08,3035.37,0.42,2258.6,923.76,0.41,2258.6,1852.05,0.82,2073.88,2609,1.26,2135.15,3719,1.74,323.67,192,0.59,1465,422,0.29,,,,1191,898,0.75,1840,883,0.48,1378,481,0.35,1367,755,0.55,1372,553,0.4,1094,452,0.41,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,304,0.36,1119,420,0.38,1442,591,0.41,637,264,0.41
,Total,3247.35,1211.26,0.37,7227.08,3035.37,0.42,2258.6,923.76,0.41,2258.6,1852.05,0.82,2073.88,2609,1.26,2135.15,3719,1.74,323.67,192,0.59,1465,422,0.29,,,0,1191,898,0.75,1840,883,0.48,1378,481,0.35,1367,755,0.55,1372,553,0.4,1094,452,0.41,,,0,,,0,845,304,0.36,1119,420,0.38,1442,591,0.41,637,264,0.41
9. Godda,Autumn,,,,,,,,,,,,,198.54,157,0.79,194.46,105,0.54,22.5,17,0.76,83,23,0.28,,,,106,84,0.79,28,25,0.89,28,21,0.75,25,23,0.92,28,19,0.68,,,,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,131,1.09,30,18,0.6,800,600,0.75,251,163,0.65
,Total,,,0,,,0,,,0,,,0,198.54,157,0.79,194.46,105,0.54,22.5,17,0.76,83,23,0.28,,,0,106,84,0.79,28,25,0.89,28,21,0.75,25,23,0.92,28,19,0.68,,,0,,,0,,,0,120,131,1.09,30,18,0.6,800,600,0.75,251,163,0.65
10. Gumla,Autumn,7847.8,18999.52,2.42,20190.6,12619.13,0.63,7500.57,6998.03,0.93,8178.22,9175.96,1.12,8005.81,6437,0.8,7868.66,6838,0.87,7585.24,5689,0.75,7225,4935,0.68,,,,6438,5923,0.92,6516,5806,0.89,6517,3454,0.53,6440,8005,1.24,6995,9569,1.37,5744,8949,1.56,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502,2073,1.38,1296,1750,1.35,1670,2305,1.38,1569,2118,1.35,1588,1939,1.22,3500,2765,0.79
,Total,7847.8,18999.52,2.42,20190.6,12619.13,0.63,7500.57,6998.03,0.93,8178.22,9175.96,1.12,8005.81,6437,0.8,7868.66,6838,0.87,7585.24,5689,0.75,7225,4935,0.68,,,0,6438,5923,0.92,6516,5806,0.89,6517,3454,0.53,6440,8005,1.24,6995,9569,1.37,5744,8949,1.56,1502,2073,1.38,1296,1750,1.35,1670,2305,1.38,1569,2118,1.35,1588,1939,1.22,3500,2765,0.79
11. Hazaribagh,Autumn,1853.22,1866.19,1.01,3434.22,3657.44,1.06,1144.77,1260.39,1.1,1029.21,875.86,0.85,993.85,1051,1.06,964.98,845,0.88,812.2,981,1.21,484,302,0.62,,,,669,566,0.85,653,741,1.13,736,852,1.16,805,955,1.19,803,672,0.84,634,600,0.95,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303,925,0.71,242,172,0.71,187,129,0.69,526,349,0.66,1660,1145,0.69,994,686,0.69
,Total,1853.22,1866.19,1.01,3434.22,3657.44,1.06,1144.77,1260.39,1.1,1029.21,875.86,0.85,993.85,1051,1.06,964.98,845,0.88,812.2,981,1.21,484,302,0.62,,,0,669,566,0.85,653,741,1.13,736,852,1.16,805,955,1.19,803,672,0.84,634,600,0.95,1303,925,0.71,242,172,0.71,187,129,0.69,526,349,0.66,1660,1145,0.69,994,686,0.69
12. Jamtara,Autumn,,,,,,,,,,,,,107.37,85,0.79,97.93,53,0.54,29.9,23,0.77,25,7,0.28,,,,41,32,0.78,43,38,0.88,103,778,7.55,45,41,0.91,,,,,,,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,150,1.5,1002,1002,1
,Total,,,0,,,0,,,0,,,0,107.37,85,0.79,97.93,53,0.54,29.9,23,0.77,25,7,0.28,,,0,41,32,0.78,43,38,0.88,103,778,7.55,45,41,0.91,,,0,,,0,,,0,,,0,,,0,,,0,100,150,1.5,1002,1002,1
13. Khunti,Autumn,,,,,,,,,,,,,,,,,,,2581.37,2388,0.93,3635,1850,0.51,,,,3097,2344,0.76,2799,2382,0.85,3252,2836,0.87,3230,2597,0.8,3252,2481,0.76,2778,2331,0.84,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3335,6337,1.9,2013,2375,1.18,1689,1520,0.9,5217,4695,0.9,1500,1350,0.9,1566,1411,0.9
,Total,,,0,,,0,,,0,,,0,,,0,,,0,2581.37,2388,0.93,3635,1850,0.51,,,0,3097,2344,0.76,2799,2382,0.85,3252,2836,0.87,3230,2597,0.8,3252,2481,0.76,2778,2331,0.84,3335,6337,1.9,2013,2375,1.18,1689,1520,0.9,5217,4695,0.9,1500,1350,0.9,1566,1411,0.9
14. Koderma,Autumn,627.4,766.05,1.22,1451.12,2041.73,1.41,144.48,158.49,1.1,542.1,535.05,0.99,838.8,285,0.34,868.25,978,1.13,553.89,374,0.68,285,343,1.2,,,,330,351,1.06,481,473,0.98,450,407,0.9,469,527,1.12,395,428,1.08,361,220,0.61,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,385,0.6,674,404,0.6,544,326,0.6,582,349,0.6,575,460,0.8,582,466,0.8
,Total,627.4,766.05,1.22,1451.12,2041.73,1.41,144.48,158.49,1.1,542.1,535.05,0.99,838.8,285,0.34,868.25,978,1.13,553.89,374,0.68,285,343,1.2,,,0,330,351,1.06,481,473,0.98,450,407,0.9,469,527,1.12,395,428,1.08,361,220,0.61,642,385,0.6,674,404,0.6,544,326,0.6,582,349,0.6,575,460,0.8,582,466,0.8
15. Latehar,Autumn,,,,,,,580.87,228.86,0.39,464.28,269.28,0.58,609.16,470,0.77,591.14,639,1.08,572.11,314,0.55,561,246,0.44,,,,281,215,0.77,462,206,0.45,358,223,0.62,339,171,0.5,341,379,1.11,255,296,1.16,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,311,1.13,22,25,1.14,327,376,1.15,325,374,1.15,476,545,1.14,63,72,1.14
,Total,,,0,,,0,580.87,228.86,0.39,464.28,269.28,0.58,609.16,470,0.77,591.14,639,1.08,572.11,314,0.55,561,246,0.44,,,0,281,215,0.77,462,206,0.45,358,223,0.62,339,171,0.5,341,379,1.11,255,296,1.16,275,311,1.13,22,25,1.14,327,376,1.15,325,374,1.15,476,545,1.14,63,72,1.14
16. Lohardaga,Autumn,1863.34,1043.47,0.56,2707.11,1410.4,0.52,1176.03,867.91,0.74,1176.03,973.75,0.83,2082.15,1691,0.81,1478.82,1507,1.02,1776.11,2137,1.2,1390,1068,0.77,,,,1246,1368,1.1,1020,984,0.96,990,812,0.82,857,770,0.9,954,695,0.73,1137,1412,1.24,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445,939,0.65,1312,525,0.4,1080,432,0.4,1142,671,0.59,750,450,0.6,1137,455,0.4
,Total,1863.34,1043.47,0.56,2707.11,1410.4,0.52,1176.03,867.91,0.74,1176.03,973.75,0.83,2082.15,1691,0.81,1478.82,1507,1.02,1776.11,2137,1.2,1390,1068,0.77,,,0,1246,1368,1.1,1020,984,0.96,990,812,0.82,857,770,0.9,954,695,0.73,1137,1412,1.24,1445,939,0.65,1312,525,0.4,1080,432,0.4,1142,671,0.59,750,450,0.6,1137,455,0.4
17. Pakur,Autumn,,,,,,,,,,,,,8.67,7,0.81,,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18. Palamu,Autumn,741.37,710.97,0.96,,,,,,,,,,503.23,388,0.77,517.39,406,0.78,510.95,310,0.61,331,130,0.39,,,,117,57,0.49,307,197,0.64,226,110,0.49,95,60,0.63,135,60,0.44,97,113,1.16,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,50,0.27,844,658,0.78,175,141,0.81,479,379,0.79,,,
,Total,741.37,710.97,0.96,,,0,,,0,,,0,503.23,388,0.77,517.39,406,0.78,510.95,310,0.61,331,130,0.39,,,0,117,57,0.49,307,197,0.64,226,110,0.49,95,60,0.63,135,60,0.44,97,113,1.16,,,0,184,50,0.27,844,658,0.78,175,141,0.81,479,379,0.79,,,0
19. Ramgarh,Autumn,,,,,,,,,,,,,,,,,,,86.93,129,1.48,85,74,0.87,,,,46,19,0.41,43,38,0.88,46,46,1,12,17,1.42,26,26,1,,,,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,428,0.69,92,63,0.68,96,66,0.69,235,162,0.69,721,469,0.65,671,436,0.65
,Total,,,0,,,0,,,0,,,0,,,0,,,0,86.93,129,1.48,85,74,0.87,,,0,46,19,0.41,43,38,0.88,46,46,1,12,17,1.42,26,26,1,,,0,620,428,0.69,92,63,0.68,96,66,0.69,235,162,0.69,721,469,0.65,671,436,0.65
20. Ranchi,Autumn,10479.25,8362.44,0.8,25469.7,17064.7,0.67,10274.03,6102.77,0.59,8098.75,4826.86,0.6,9338.61,8199,0.88,9232.23,7450,0.81,5895.56,7299,1.24,4189,3917,0.94,,,,4031,4950,1.23,3419,3932,1.15,3631,2839,0.78,3461,2890,0.84,2251,1078,0.48,3229,3174,0.98,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925,2194,0.75,2375,1781,0.75,2833,2295,0.81,3096,2523,0.81,3377,2752,0.81,2835,2268,0.8
,Total,10479.25,8362.44,0.8,25469.7,17064.7,0.67,10274.03,6102.77,0.59,8098.75,4826.86,0.6,9338.61,8199,0.88,9232.23,7450,0.81,5895.56,7299,1.24,4189,3917,0.94,,,0,4031,4950,1.23,3419,3932,1.15,3631,2839,0.78,3461,2890,0.84,2251,1078,0.48,3229,3174,0.98,2925,2194,0.75,2375,1781,0.75,2833,2295,0.81,3096,2523,0.81,3377,2752,0.81,2835,2268,0.8
21. Sahebganj,Autumn,,,,,,,,,,,,,2.57,2,0.78,2.08,1,0.48,,,,,,,,,,24,19,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,28,0.61,,,
,Total,,,0,,,0,,,0,,,0,2.57,2,0.78,2.08,1,0.48,,,0,,,0,,,0,24,19,0.79,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,46,28,0.61,,,0
22. Saraikela kharsawan,Autumn,,,,,,,,,,,,,842.88,667,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,333,0.75,624,406,0.65,,,,117,76,0.65,90,59,0.66,120,78,0.65
,Total,,,0,,,0,,,0,,,0,842.88,667,0.79,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,444,333,0.75,624,406,0.65,,,0,117,76,0.65,90,59,0.66,120,78,0.65
23. Simdega,Autumn,,,,12821.47,10487.96,0.82,5949.81,7306.36,1.23,6099.07,4769.47,0.78,5335.5,1558,0.29,5254.27,4219,0.8,5243.51,4672,0.89,4376,5002,1.14,,,,3051,2715,0.89,2761,1991,0.72,3556,2809,0.79,3398,3259,0.96,3487,2158,0.62,3342,4291,1.28,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1600,0.8,2007,1606,0.8,2000,1600,0.8,2003,1602,0.8,2115,2538,1.2,1002,1002,1
,Total,,,0,12821.47,10487.96,0.82,5949.81,7306.36,1.23,6099.07,4769.47,0.78,5335.5,1558,0.29,5254.27,4219,0.8,5243.51,4672,0.89,4376,5002,1.14,,,0,3051,2715,0.89,2761,1991,0.72,3556,2809,0.79,3398,3259,0.96,3487,2158,0.62,3342,4291,1.28,2000,1600,0.8,2007,1606,0.8,2000,1600,0.8,2003,1602,0.8,2115,2538,1.2,1002,1002,1
24. West singhbhum,Autumn,,,,,,,,,,,,,656.79,520,0.79,,,,632.24,449,0.71,520,320,0.62,,,,554,524,0.95,314,270,0.86,396,300,0.76,359,331,0.92,319,283,0.89,310,360,1.16,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465,1444,0.59,1562,906,0.58,202,118,0.58,181,105,0.58,1816,1053,0.58,1660,969,0.58
,Total,,,0,,,0,,,0,,,0,656.79,520,0.79,,,0,632.24,449,0.71,520,320,0.62,,,0,554,524,0.95,314,270,0.86,396,300,0.76,359,331,0.92,319,283,0.89,310,360,1.16,2465,1444,0.59,1562,906,0.58,202,118,0.58,181,105,0.58,1816,1053,0.58,1660,969,0.58
Total (Ragi),,26659.73,32959.9,1.24,73301.3,50316.73,0.69,29029.16,23846.57,0.82,27846.26,23278.28,0.84,32829.89,25216,0.77,30550.12,27952,0.91,29768.73,27189,0.91,27726,20392,0.74,,,0,21550,20401,0.95,21480,18462,0.86,22202,16373,0.74,21395,20856,0.97,20816,18672,0.9,19421,22571,1.16,19013,18485,0.97,14027,11295,0.81,14584,12766,0.88,18788,16394,0.87,19025,16704,0.88,16417,12720,0.77
20. Rapeseed &Mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Rabi,,,,,,,80.48,72.51,0.9,31.19,7.7,0.25,68.33,34,0.5,31.72,20,0.63,6.11,5,0.82,5,5,1,1,0.38,0.38,86,105,1.22,62,112,1.81,19,16,0.84,18,27,1.5,6,4,0.67,40,37,0.93,9923,5765,0.58,7900,4345,0.55,9591,5851,0.61,11440,6978,0.61,10780,7277,0.68,10825,6603,0.61
2. Chatra,Rabi,419.75,350.91,0.84,239.94,180.43,0.75,294.88,260.33,0.88,298.47,185.95,0.62,629.09,398,0.63,325.33,170,0.52,294.94,140,0.47,78,29,0.37,297,144,0.48,278,236,0.85,367,489,1.33,467,474,1.01,322,356,1.11,269,294,1.09,323,272,0.84,13710,7952,0.58,13776,8954,0.65,13720,9192,0.67,13160,9475,0.72,13440,9139,0.68,13905,9455,0.68
3. Deoghar,Rabi,,,,,,,10.34,4.39,0.42,11.54,9.64,0.84,1111.52,196,0.18,24.44,24,0.98,197.09,226,1.15,99,197,1.99,82,114,1.39,75,104,1.39,234,153,0.65,234,104,0.44,237,203,0.86,417,331,0.79,658,917,1.39,11189,8951,0.8,3094,2785,0.9,11998,10798,0.9,23558,21202,0.9,19739,17765,0.9,13189,11870,0.9
4. Dhanbad,Rabi,,,,,,,,,,,,,,,,0.58,0.31,0.53,0.51,0.5,0.98,1,1,1,2,1,0.5,1,1,1,1,1,1,,,,1,2,2,,,,,,,7862,7469,0.95,3209,2567,0.8,7512,6761,0.9,9162,8246,0.9,9063,8157,0.9,7044,6340,0.9
5. Dumka,Rabi,250.19,297.97,1.19,554.31,555.42,1,550.42,770.58,1.4,550.83,586.63,1.06,1376.42,590,0.43,698.31,543,0.78,3312.21,1487,0.45,3979,2204,0.55,3920,2615,0.67,787,360,0.46,1043,1362,1.31,1051,1039,0.99,1015,521,0.51,1104,1864,1.69,1074,833,0.78,18120,11778,0.65,14824,11340,0.76,19384,14829,0.77,23545,18130,0.77,22306,17399,0.78,19197,13438,0.7
6. East singhbum,Rabi,,,,,,,5.37,4.83,0.9,4.42,4.12,0.93,42.55,28,0.66,17.31,19,1.1,19.63,25,1.27,24,19,0.79,27,18,0.67,126,114,0.9,122,70,0.57,117,292,2.5,181,140,0.77,141,81,0.57,43,38,0.88,11000,8250,0.75,7700,4466,0.58,9020,5232,0.58,16000,14400,0.9,13760,12522,0.91,14850,13662,0.92
7. Garhwa,Rabi,779.51,507.46,0.65,591.38,366.06,0.62,673.41,551.52,0.82,674.91,430.59,0.64,1335.29,923,0.69,548.39,619,1.13,547.42,484,0.88,881,712,0.81,927,578,0.62,898,612,0.68,880,642,0.73,820,523,0.64,838,653,0.78,785,732,0.93,5468,7097,1.3,17530,9817,0.56,16667,6167,0.37,17002,6427,0.38,28075,12213,0.44,27950,24876,0.89,26950,23986,0.89
8. Giridih,Rabi,,,,,,,6.54,5.89,0.9,,,,62.88,36,0.57,,,,107.15,46,0.43,115,108,0.94,86,66,0.77,162,78,0.48,101,177,1.75,118,94,0.8,123,78,0.63,5311,3197,0.6,9774,6412,0.66,9730,6519,0.67,5133,3439,0.67,9806,5001,0.51,23310,10023,0.43,21058,9055,0.43,20479,8908,0.43
9. Godda,Rabi,719.83,577.3,0.8,671.05,538.18,0.8,715.85,781.7,1.09,814.44,498.44,0.61,1794.19,1085,0.6,676.84,529,0.78,1683.24,1224,0.73,1466,1183,0.81,1470,1351,0.92,566,472,0.83,9989,9089,0.91,8870,7602,0.86,7841,4313,0.55,9997,7468,0.75,1908,1387,0.73,15393,,0,12272,,0,13785,12131,0.88,23735,21362,0.9,23265,19077,0.82,29402,23522,0.8
10. Gumla,Rabi,178.91,114.32,0.64,188.18,219.79,1.17,169.66,118.76,0.7,169.66,177.46,1.05,175.83,224,1.27,373.35,269,0.72,304.4,244,0.8,292,338,1.16,285,252,0.88,284,181,0.64,293,326,1.11,542,351,0.65,170,166,0.98,386,349,0.9,12038,15048,1.25,11480,10699,0.93,10334,9352,0.9,14584,14117,0.97,16102,15587,0.97,16452,6828,0.42,16835,7071,0.42
11. Hazaribagh,Rabi,,,,,,,67.72,40.89,0.6,67.72,26.95,0.4,444.84,278,0.62,169.21,85,0.5,165,53,0.32,292,134,0.46,244,126,0.52,149,55,0.37,719,508,0.71,534,339,0.63,817,474,0.58,1491,1187,0.8,974,582,0.6,14592,13133,0.9,10047,9042,0.9,14980,13482,0.9,15040,12483,0.83,15371,12481,0.81,14137,11479,0.81
12. Jamtara,Rabi,,,,,,,135.37,211.98,1.57,139.09,104.04,0.75,343.81,195,0.57,1009.06,691,0.68,167.21,69,0.41,165,70,0.42,157,68,0.43,154,59,0.38,166,70,0.42,176,106,0.6,192,105,0.55,203,127,0.63,220,186,0.85,10496,9446,0.9,4550,2730,0.6,12471,10912,0.87,20293,21308,1.05,17006,17856,1.05,8559,12839,1.5
13. Khunti,Rabi,,,,,,,,,,,,,,,,,,,215.08,191,0.89,69,78,1.13,61,51,0.84,62,45,0.73,136,161,1.18,84,97,1.15,63,75,1.19,1706,1740,1.02,633,579,0.91,12964,7778,0.6,9823,4715,0.48,11616,10454,0.9,13042,9782,0.75,12972,9729,0.75,12710,13346,1.05
14. Koderma,Rabi,,,,,,,297.32,222.39,0.75,64.65,31.74,0.49,317.32,135,0.43,86.76,43,0.5,114.18,52,0.46,235,117,0.5,56,23,0.41,75,66,0.88,198,81,0.41,105,37,0.35,32,14,0.44,132,97,0.73,141,132,0.94,10260,9234,0.9,8338,7504,0.9,10604,9544,0.9,15987,14388,0.9,16322,14690,0.9,15987,14388,0.9
15. Latehar,Rabi,,,,928.69,648.23,0.7,720.13,469.52,0.65,828.22,522.61,0.63,1529.74,1086,0.71,567.14,449,0.79,550.7,340,0.62,548,664,1.21,465,511,1.1,1152,1581,1.37,643,884,1.37,772,757,0.98,652,690,1.06,896,502,0.56,991,866,0.87,14880,13080,0.88,16064,14104,0.88,14560,12667,0.87,24525,21435,0.87,24500,21462,0.88,24375,21206,0.87
16. Lohardaga,Rabi,,,,,,,325.7,468.03,1.44,325.7,274.89,0.84,2994.75,2498,0.83,330.56,306,0.93,331.14,393,1.19,114,133,1.17,288,262,0.91,439,263,0.6,372,430,1.16,355,361,1.02,413,367,0.89,321,374,1.17,289,358,1.24,11975,10454,0.87,8386,7321,0.87,6520,5738,0.88,16951,7628,0.45,11623,8136,0.7,10831,9531,0.88
17. Pakur,Rabi,567.06,428.13,0.75,673.78,606.4,0.9,595.43,295.33,0.5,472.64,220.25,0.47,1355.88,983,0.72,642.34,813,1.27,535.13,421,0.79,534,616,1.15,618,687,1.11,601,785,1.31,629,813,1.29,715,814,1.14,109,201,1.84,1980,3166,1.6,2124,3012,1.42,11556,10978,0.95,11087,10533,0.95,12923,12277,0.95,15189,14430,0.95,12630,12630,1,6824,6483,0.95
18. Palamu,Rabi,977.43,775.1,0.79,933.49,659.98,0.71,799.69,713.32,0.89,590.01,306.22,0.52,1922.06,1357,0.71,800.16,462,0.58,789.69,471,0.6,378,224,0.59,770,530,0.69,769,631,0.82,255,309,1.21,13116,14992,1.14,10845,12938,1.19,8907,7811,0.88,13837,11125,0.8,16711,8589,0.51,16742,13728,0.82,16298,8736,0.54,26100,19575,0.75,23758,17866,0.75,22544,16953,0.75
19. Ramgarh,Rabi,,,,,,,,,,,,,,,,,,,12.98,7,0.54,12,14,1.17,57,41,0.72,13,14,1.08,39,40,1.03,37,54,1.46,42,57,1.36,,,,45,61,1.36,9372,8435,0.9,6585,5927,0.9,10418,9376,0.9,10285,8434,0.82,10723,8686,0.81,10073,8159,0.81
20. Ranchi,Rabi,364.77,261.9,0.72,424.32,472.69,1.11,223.98,207.85,0.93,231.72,155.25,0.67,433.15,284,0.66,222.19,243,1.09,151.75,107,0.71,188,168,0.89,147,127,0.86,137,48,0.35,270,152,0.56,306,303,0.99,248,192,0.77,156,125,0.8,10912,8621,0.79,13000,9100,0.7,9078,8624,0.95,11565,9252,0.8,20475,16380,0.8,20925,19879,0.95,24841,23599,0.95
21. Sahebganj,Rabi,446.89,289.58,0.65,903.63,600.91,0.66,716.76,1113.12,1.55,712.2,514.21,0.72,1620.83,1347,0.83,643.6,772,1.2,733.31,487,0.66,778,522,0.67,407,155,0.38,495,461,0.93,3252,1993,0.61,2113,2485,1.18,1834,1917,1.05,1626,1288,0.79,2752,2518,0.91,14050,7447,0.53,7565,4834,0.64,13404,14262,1.06,14105,14006,0.99,14915,13036,0.87,14850,15548,1.05
22. Saraikela kharsawan,Rabi,,,,,,,16.58,14.93,0.9,,,,43.4,29,0.67,17.81,20,1.12,11.21,14,1.25,12,9,0.75,16,9,0.56,13,8,0.62,14,9,0.64,337,292,0.87,337,168,0.5,321,286,0.89,23,22,0.96,13600,17680,1.3,9884,8401,0.85,9230,11999,1.3,22150,28795,1.3,22142,28785,1.3,19846,25800,1.3
23. Simdega,Rabi,,,,10.23,4.28,0.42,1.62,0.51,0.31,1.62,0.8,0.49,85.77,72,0.84,,,,54.01,37,0.69,70,76,1.09,59,40,0.68,76,122,1.61,321,260,0.81,10,13,1.3,18,23,1.28,18,32,1.78,56,51,0.91,13115,8197,0.63,13450,8406,0.62,13750,8663,0.63,13845,8722,0.63,13827,8988,0.65,12780,8946,0.7
24. West singhbhum,Rabi,,,,,,,5.01,4.51,0.9,,,,13.85,9,0.65,5.8,6,1.03,4.69,6,1.28,29,23,0.79,33,43,1.3,88,83,0.94,1171,797,0.68,872,1002,1.15,748,528,0.71,957,581,0.61,48,45,0.94,12537,7397,0.59,10345,5359,0.52,6690,3653,0.55,14655,8588,0.59,11864,6478,0.55,12692,7006,0.55
