State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Sikkim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Namchi,Kharif,1700,1280,0.75,1700,1280,0.75,1700,1300,0.76,1700,1310,0.77,1700,1310,0.77,170,1330,7.82,1340,1050,0.78,1500,1320,0.88,1300,1100,0.85,1590,1350,0.85,1600,141,0.09,1530,1360,0.89,1760,1570,0.89,1760,1600,0.91,1730,1577,0.91,1700,1581,0.93,1720,1602,0.93,1700,1583,0.93,1700,1583,0.93,1700,1588,0.93,1700,1593,0.94,1685,1584,0.94,1628,1530,0.94
5. Pakyong,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,214,1.02
6. Soreng,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,287,0.89
Total (Urad),,3780,2748,0.73,3780,2709,0.72,3780,2790,0.74,3780,2810,0.74,3780,2840,0.75,774,2980,3.85,3550,2780,0.78,2100,1840,0.88,3220,2826,0.88,3600,3030,0.84,3700,1943,0.53,3420,3000,0.88,3270,2910,0.89,3280,2954,0.9,3230,2914,0.9,2904,2682,0.92,2722,2526,0.93,2690,2497,0.93,2718,2545,0.94,2789,2612,0.94,2855,2684,0.94,2851,3688,1.29,2743,2590,0.94
11. Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Gangtok,Rabi,1490,2150,1.44,2700,3640,1.35,2530,3310,1.31,1950,2470,1.27,1430,2280,1.59,1430,2800,1.96,1430,2810,1.97,1640,1640,1,1250,1210,0.97,1730,1630,0.94,1000,1180,1.18,900,1060,1.18,160,180,1.13,150,170,1.13,150,170,1.13,143,162,1.13,120,137,1.14,120,137,1.14,113,129,1.14,113,130,1.15,104,120,1.15,103,119,1.16,370,420,1.14
2. Geyzing,Rabi,2720,4063,1.49,2880,4010,1.39,2670,3620,1.36,2670,3620,1.36,1960,3000,1.53,1960,3250,1.66,2100,3500,1.67,910,910,1,1020,820,0.8,1100,800,0.73,810,621,0.77,790,710,0.9,150,150,1,,,,40,40,1,20,21,1.05,,,,,,,,,,,,,,,,,,,,,
3. Mangan,Rabi,1045,1300,1.24,1050,785,0.75,1050,1050,1,105,106,1.01,850,900,1.06,850,900,1.06,850,900,1.06,40,40,1,380,320,0.84,810,980,1.21,470,498,1.06,440,470,1.07,50,50,1,50,45,0.9,50,50,1,50,45,0.9,50,46,0.92,52,48,0.92,50,47,0.94,52,48,0.92,,,,,,,,,
4. Namchi,Rabi,1960,2590,1.32,2080,2050,0.99,2080,2420,1.16,2080,2490,1.2,1500,2070,1.38,1500,2300,1.53,2000,3150,1.58,1870,1870,1,1250,1150,0.92,1560,1310,0.84,370,411,1.11,370,410,1.11,160,170,1.06,160,170,1.06,150,160,1.07,110,118,1.07,95,103,1.08,,,,,,,,,,,,,,,,,,
5. Pakyong,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,66,1.18
Total (Wheat),,7215,10103,1.4,8710,10485,1.2,8330,10400,1.25,6805,8686,1.28,5740,8250,1.44,5740,9250,1.61,6380,10360,1.62,4460,4460,1,3900,3500,0.9,5200,4720,0.91,2650,2710,1.02,2500,2650,1.06,520,550,1.06,360,385,1.07,390,420,1.08,323,346,1.07,265,286,1.08,172,185,1.08,163,176,1.08,165,178,1.08,104,120,1.15,103,119,1.16,426,486,1.14
