State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Jammu and Kashmir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rabi,,,,,,,,,,,,,,,,,,,87,680.3,7.82,87,680.3,7.82,85,303.7,3.57,72,612.9,8.51,74,671.7,9.08,44,549.1,12.48,44,553.5,12.58,44,553.5,12.58,,,,177,1179.3,6.66,177,1217.8,6.88,178,2276.3,12.79,177,1329.7,7.51,178,2076.738,11.67,206,1485.692,7.21,206,3051.5,14.81,206,2834.595,13.76
,Total,,,0,,,0,,,0,,,0,,,0,14,101.6,7.26,101,809.4,8.01,93,714.1,7.68,85,303.7,3.57,76,641.3,8.44,78,690.2,8.85,45,556.8,12.37,77,686.4,8.91,44,553.5,12.58,18,247.3,13.74,267,2353.6,8.81,267,1385.1,5.19,268,3369.6,12.57,267,2430.5,9.1,268,2461.038,9.18,288,2059.492,7.15,206,3051.5,14.81,206,2834.595,13.76
21. Udhampur,Kharif,,,,,,,,,,,,,,,,84,502.7,5.98,110,458.2,4.17,311,1919.4,6.17,,,,55,253.2,4.6,137,841.4,6.14,109,788.7,7.24,143,902.7,6.31,,,,224,2416.8,10.79,115,420.6,3.66,141,554.1,3.93,141,1735.9,12.31,97,1236.3,12.75,141,1418.1,10.06,116,592.9,5.11,,,,,,
,Rabi,,,,,,,,,,,,,,,,,,,52,130.6,2.51,20,50.2,2.51,11,363.8,33.07,2,6.9,3.45,4,102.3,25.58,10,62.4,6.24,6,38.8,6.47,6,38.8,6.47,,,,10,92.3,9.23,18,176.5,9.81,42,357.9,8.52,46,382.9,8.32,18,106.758,5.93,26,212.7252,8.18,34,190.4,5.6,22,138.133,6.28
,Total,,,0,,,0,,,0,,,0,,,0,84,502.7,5.98,162,588.8,3.63,331,1969.6,5.95,11,363.8,33.07,57,260.1,4.56,141,943.7,6.69,119,851.1,7.15,149,941.5,6.32,6,38.8,6.47,224,2416.8,10.79,125,512.9,4.1,159,730.6,4.59,183,2093.8,11.44,143,1619.2,11.32,159,1524.858,9.59,142,805.6252,5.67,34,190.4,5.6,22,138.133,6.28
Total (Potato),,,,0,,,0,,,0,,,0,,,0,786,5762,7.33,1803,18930.4,10.5,2294,20695.3,9.02,1069,10596.7,9.91,2467,25075.7,10.16,2576,24718.1,9.6,2260,20021.4,8.86,2582,26103.4,10.11,1312,15336.3,11.69,1792,17410.6,9.72,3242,26567.6,8.19,3079,29638.7,9.63,3062,34772.6,11.36,3296,37568.2,11.4,2813,28141.884,10,2856,36728.9942,12.86,1010,14511.8,14.37,963,13125.219,13.63
26. Ragi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bandipora,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,35.4,0.6,36,21.6,0.6,36,21.6,0.6,36,21.6,0.6,,,,,,
2. Kargil,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3924,2911.1,0.74,3993,2962.3,0.74,,,,,,,,,,,,
3. Kishtwar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,89.6,0.5,123,61.5,0.5,169,84.5,0.5,160,80,0.5,,,,,,
4. Leh ladakh,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4562,1813.7,0.4,63,25,0.4,,,,,,,,,,,,
5. Udhampur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6,0.6,,,,,,,,,,,,,,,
Total (Ragi),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,8724,4850.4,0.56,4215,3070.4,0.73,205,106.1,0.52,196,101.6,0.52,,,0,,,0
27. Rapeseed &Mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Anantnag,Rabi,24063,8806,0.37,25248,14537,0.58,17749,5268,0.3,15905,10518,0.66,,,,,,,20944,16519.6,0.79,17011,13417.4,0.79,15299,13824.4,0.9,19180,17202.2,0.9,16718,15125.1,0.9,16329,12951,0.79,16329,11917.2,0.73,16329,11917.2,0.73,,,,13912,11056.2,0.79,13942,6417.7,0.46,13325,16466.7,1.24,13063,13103,1,11734,6573.925,0.56,12834,7382.684,0.58,12764,8628.8,0.68,14413,11458.655,0.8
2. Badgam,Rabi,5392,2150,0.4,5793,3892,0.67,4635,3000,0.65,3988,2866,0.72,,,,,,,4732,2365.6,0.5,4732,2365.6,0.5,6102,2285.5,0.37,5440,2929.6,0.54,4881,2923.5,0.6,6075,7113.3,1.17,6098,6779.4,1.11,6098,3779.4,0.62,,,,5564,3582.4,0.64,3128,1835,0.59,4948,3826.6,0.77,4589,4967.7,1.08,4692,4350.716,0.93,6943,6708.866,0.97,8312,8351.8,1,5187,5488.419,1.06
3. Bandipora,Rabi,,,,,,,,,,,,,,,,,,,,,,745,317.9,0.43,524,485.3,0.93,1253,332.1,0.27,1253,348.6,0.28,1199,902.4,0.75,1233,1359,1.1,1233,1359,1.1,,,,1555,895.8,0.58,1545,1437.2,0.93,1553,1595.2,1.03,1521,3745,2.46,1521,1734.242,1.14,1518,1606.445,1.06,1518,1551.6,1.02,1518,1571.783,1.04
4. Baramulla,Rabi,2542,1740,0.68,7446,2707,0.36,4906,1821,0.37,3882,1644,0.42,,,,,,,2077,886.2,0.43,1332,568.3,0.43,1331,1232.6,0.93,1228,848.4,0.69,1228,973.6,0.79,244,329,1.35,208,427,2.05,208,427,2.05,,,,235,154.7,0.66,176,210.5,1.2,78,67.6,0.87,78,100,1.28,89,71.46,0.8,89,147.2402,1.65,129,101.2,0.78,128,113.263,0.88
5. Doda,Rabi,2629,1179,0.45,3522,1057,0.3,2981,1061,0.36,2961,1719,0.58,,,,,,,3042,1394.4,0.46,2213,1014.4,0.46,1518,928.8,0.61,2014,1630.7,0.81,2014,1101.1,0.55,2032,1203.5,0.59,1608,1536.2,0.96,1608,1536.2,0.96,,,,1377,500.9,0.36,957,314.7,0.33,939,372.1,0.4,949,613,0.65,879,818.586,0.93,966,360.889,0.37,786,1519.1,1.93,902,1027.811,1.14
6. Ganderbal,Rabi,,,,,,,,,,,,,,,,,,,,,,1600,666.4,0.42,1631,5798.9,3.56,1582,536.6,0.34,2031,1061.2,0.52,1985,1127.6,0.57,1913,1381.5,0.72,1913,1381.5,0.72,,,,2753,2807.9,1.02,2049,1964.5,0.96,2057,2232.6,1.09,1623,1729.7,1.07,1745,2040.707,1.17,1681,1180.207,0.7,1740,1612.1,0.93,1741,1604.051,0.92
7. Jammu,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,11,0.5,,,,,,
,Rabi,603,175,0.29,675,556,0.82,638,404,0.63,931,167,0.18,,,,,,,550,272.2,0.49,397,196.5,0.49,392,313.1,0.8,277,248,0.9,292,403.2,1.38,781,857.5,1.1,356,405.1,1.14,356,405.1,1.14,,,,1381,887.2,0.64,1383,1221.8,0.88,101,119.3,1.18,1325,1447.2,1.09,1325,1133.498,0.86,1325,836.6712,0.63,660,519.9,0.79,500,438.99,0.88
,Total,603,175,0.29,675,556,0.82,638,404,0.63,931,167,0.18,,,0,,,0,550,272.2,0.49,397,196.5,0.49,392,313.1,0.8,277,248,0.9,292,403.2,1.38,781,857.5,1.1,356,405.1,1.14,356,405.1,1.14,,,0,1381,887.2,0.64,1383,1221.8,0.88,101,119.3,1.18,1325,1447.2,1.09,1325,1133.498,0.86,1347,847.6712,0.63,660,519.9,0.79,500,438.99,0.88
8. Kathua,Kharif,,,,,,,,,,,,,,,,3223,1289.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,46.7,0.5,,,,,,,,,
,Rabi,3031,1087,0.36,2816,3675,1.31,2445,3258,1.33,2582,648,0.25,,,,,,,2443,584.6,0.24,2443,584.6,0.24,2865,473.4,0.17,2433,985.8,0.41,2680,1742.2,0.65,2382,1839.9,0.77,2820,1652.9,0.59,2820,1652.9,0.59,,,,2589,776,0.3,2270,647.1,0.29,2605,792.6,0.3,2692,1833.2,0.68,2027,819.659,0.4,2592,805.74,0.31,2592,1158.5,0.45,2592,1765.186,0.68
,Total,3031,1087,0.36,2816,3675,1.31,2445,3258,1.33,2582,648,0.25,,,0,3223,1289.2,0.4,2443,584.6,0.24,2443,584.6,0.24,2865,473.4,0.17,2433,985.8,0.41,2680,1742.2,0.65,2382,1839.9,0.77,2820,1652.9,0.59,2820,1652.9,0.59,,,0,2589,776,0.3,2270,647.1,0.29,2605,792.6,0.3,2692,1833.2,0.68,2120,866.359,0.41,2592,805.74,0.31,2592,1158.5,0.45,2592,1765.186,0.68
9. Kishtwar,Rabi,,,,,,,,,,,,,,,,,,,,,,45,20.6,0.46,83,50.8,0.61,88,47.9,0.54,88,56.6,0.64,4,2.5,0.63,9,6.2,0.69,9,6.2,0.69,,,,12,5.3,0.44,25,9.4,0.38,25,10.8,0.43,12,7.2,0.6,23,19.676,0.86,13,7.5286,0.58,15,11.8,0.79,12,10.138,0.84
10. Kulgam,Rabi,,,,,,,,,,,,,,,,,,,,,,3933,3102.2,0.79,4165,3763.6,0.9,4164,6534.8,1.57,5429,7211.1,1.33,4880,3514.9,0.72,4655,3275.7,0.7,4655,3275.7,0.7,,,,7029,3169.5,0.45,6978,3377.6,0.48,7030,3882.1,0.55,7085,10961.1,1.55,7060,3346.194,0.47,6870,2420.634,0.35,2713,1454.1,0.54,2843,2767.489,0.97
11. Kupwara,Rabi,2582,1012,0.39,21,11,0.52,20,14,0.7,33,14,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12. Leh ladakh,Rabi,70,49,0.7,73,75,1.03,73,75,1.03,72,74,1.03,,,,,,,74,81.9,1.11,74,81.9,1.11,74,83.3,1.13,86,96.8,1.13,86,97.1,1.13,89,100.5,1.13,86,97.3,1.13,86,97.3,1.13,,,,79,89.4,1.13,95,107.5,1.13,98,110.9,1.13,101,114.3,1.13,,,,,,,,,,,,
13. Poonch,Rabi,1345,105,0.08,877,514,0.59,983,433,0.44,1111,180,0.16,,,,,,,788,347.9,0.44,788,347.9,0.44,691,216.1,0.31,472,235,0.5,437,88.6,0.2,469,394.2,0.84,452,431.2,0.95,452,431.2,0.95,,,,256,112.5,0.44,132,49.5,0.38,158,440.7,2.79,159,95.4,0.6,31,26.52,0.86,30,43.4347,1.45,30,23.6,0.79,30,25.344,0.84
14. Pulwama,Rabi,19384,6990,0.36,18775,9323,0.5,18444,6000,0.33,18453,18670,1.01,,,,,,,17031,12109.4,0.71,13382,9514.9,0.71,13608,12705.3,0.93,13867,10514.1,0.76,13853,10814,0.78,13843,13005.3,0.94,13833,10789.7,0.78,13833,10789.7,0.78,,,,8510,4381.7,0.51,9708,5656.1,0.58,9794,5508.8,0.56,9649,13711,1.42,8986,10969.985,1.22,8918,6761.263,0.76,8730,6465.7,0.74,8730,7577.603,0.87
15. Rajauri,Rabi,213,99,0.46,1842,638,0.35,1697,729,0.43,1711,491,0.29,,,,,,,1932,1347.7,0.7,1932,1347.7,0.7,1070,884.3,0.83,997,460.8,0.46,882,524.8,0.6,1118,672.4,0.6,1057,1021,0.97,1057,1021,0.97,,,,1210,531.6,0.44,1556,420.3,0.27,751,323,0.43,679,238.7,0.35,1220,1056.616,0.87,655,455.3736,0.7,745,575,0.77,367,271.741,0.74
16. Ramban,Rabi,,,,,,,,,,,,,,,,,,,,,,784,359.4,0.46,782,478.6,0.61,1167,281.8,0.24,1942,1184.9,0.61,792,496.6,0.63,2144,1109.9,0.52,2144,1109.9,0.52,,,,1042,651.7,0.63,,,,646,440.9,0.68,119,71.4,0.6,159,136.02,0.86,119,67.473,0.57,159,125.2,0.79,119,100.531,0.84
17. Reasi,Rabi,,,,,,,,,,,,,,,,,,,,,,441,323.6,0.73,287,242.8,0.85,306,81.1,0.27,216,176.7,0.82,2030,447.2,0.22,897,243.9,0.27,897,243.9,0.27,,,,107,47,0.44,1098,411.8,0.38,960,412.8,0.43,696,417.7,0.6,1194,1020.576,0.85,1194,690.902,0.58,223,175.6,0.79,66,37.026,0.56
18. Samba,Rabi,,,,,,,,,,,,,,,,,,,,,,153,75.7,0.49,318,254,0.8,297,30.3,0.1,256,149.1,0.58,253,170,0.67,258,116.7,0.45,258,116.7,0.45,,,,487,213.9,0.44,721,95.1,0.13,753,324.2,0.43,394,236.5,0.6,710,606.528,0.85,703,406.5492,0.58,396,311.9,0.79,384,380.735,0.99
19. Shopian,Rabi,,,,,,,,,,,,,,,,,,,,,,3649,2594.5,0.71,3649,3406.9,0.93,3649,3047.9,0.84,3649,5288.6,1.45,3649,4516.8,1.24,3649,4691.2,1.29,3649,4691.2,1.29,,,,126,83,0.66,286,240.9,0.84,280,256.8,0.92,279,250.5,0.9,260,211.13,0.81,260,174.8058,0.67,260,204.7,0.79,260,230.066,0.88
20. Srinagar,Rabi,2200,1322,0.6,2186,1439,0.66,2191,1011,0.46,2224,946,0.43,,,,,,,2118,882.1,0.42,518,215.7,0.42,453,1610.6,3.56,431,359,0.83,416,365.5,0.88,60,54.1,0.9,60,75.7,1.26,60,75.7,1.26,,,,219,144.2,0.66,219,218.6,1,220,190.6,0.87,219,280.7,1.28,220,179.461,0.82,124,83.3689,0.67,124,97.3,0.78,124,109.724,0.88
21. Udhampur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,36.5,1.74,,,,,,,,,,,,,,,,,,,,,,,,
,Rabi,2151,308,0.14,2293,870,0.38,2607,591,0.23,2643,1361,0.51,,,,,,,2833,2079.1,0.73,2392,1755.5,0.73,1855,1569.2,0.85,1417,1157,0.82,1254,1041.4,0.83,1296,937.6,0.72,2282,1714,0.75,2282,1714,0.75,,,,2151,934.4,0.43,1343,387.4,0.29,1080,212.2,0.2,2013,464.8,0.23,1343,1980.9,1.47,1360,1535.8874,1.13,1092,855.1,0.78,1360,1291.765,0.95
,Total,2151,308,0.14,2293,870,0.38,2607,591,0.23,2643,1361,0.51,,,0,,,0,2833,2079.1,0.73,2392,1755.5,0.73,1855,1569.2,0.85,1417,1157,0.82,1254,1041.4,0.83,1296,937.6,0.72,2282,1714,0.75,2282,1714,0.75,21,36.5,1.74,2151,934.4,0.43,1343,387.4,0.29,1080,212.2,0.2,2013,464.8,0.23,1343,1980.9,1.47,1360,1535.8874,1.13,1092,855.1,0.78,1360,1291.765,0.95
Total (Rapeseed &Mustard),,66205,25022,0.38,71567,39294,0.55,59369,23665,0.4,56496,39298,0.7,,,0,3223,1289.2,0.4,58564,38870.7,0.66,58564,38870.7,0.66,56697,50607.5,0.89,60348,47559.9,0.79,59605,50676.9,0.85,59510,50636.3,0.85,59947,49030.8,0.82,59947,46030.8,0.77,21,36.5,1.74,50594,31025.3,0.61,47611,25022.7,0.53,47401,37586.5,0.79,47245,54388.1,1.15,45311,37143.099,0.82,48216,31686.9626,0.66,42988,33743,0.78,41276,36270.32,0.88
28. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Anantnag,Kharif,37577,69551.8,1.85,38893,56910,1.46,39013,80077,2.05,40375,94313,2.34,40375,105726,2.62,40927,117980,2.88,39595,111555.8,2.82,25086,64867,2.59,,,,24440,53557.3,2.19,24480,51802,2.12,25147,54152.6,2.15,25147,55814.6,2.22,,,,23904,19403,0.81,23860,73371.3,3.08,23074,69686.6,3.02,22829,68740.866,3.01,21668,60728,2.8,21811,64882,2.97,21730,66002.53,3.04,,,,,,
2. Badgam,Kharif,24907,39978.4,1.61,25245,44757,1.77,24858,55256,2.22,24617,43876,1.78,23734,40372,1.7,24176,61700,2.55,23923,59443.1,2.48,23092,51080,2.21,,,,26188,64967.3,2.48,24580,54244.6,2.21,24496,54119.3,2.21,24665,69590.6,2.82,,,,26183,23727,0.91,31803,73416,2.31,24567,59684.6,2.43,25680,60147.533,2.34,25315,50762.666,2.01,22630,59648,2.64,27269,68420.53,2.51,,,,,,
3. Bandipora,Kharif,,,,,,,,,,,,,,,,,,,,,,9588,26293,2.74,,,,9902,30467.3,3.08,9905,30786.6,3.11,9660,26538.6,2.75,9486,21656,2.28,,,,9203,11049,1.2,12726,38427.3,3.02,11746,33602.6,2.86,12942,41760.666,3.23,9272,29582,3.19,9264,28626.66,3.09,9399,33605.93,3.58,,,,,,
4. Baramulla,Kharif,27176,45918.5,1.69,29930,49275,1.65,32014,66822,2.09,31628,64280,2.03,31049,62904,2.03,29918,74787,2.5,31350,77878.9,2.48,21205,58140,2.74,,,,21221,58306,2.75,20163,45309.3,2.25,20235,51837.3,2.56,20236,45136.6,2.23,,,,21265,23376,1.1,20540,48002.6,2.34,20941,55784,2.66,20567,46538.6,2.26,20506,49910,2.43,20523,59493.33,2.9,20612,40787.6,1.98,,,,,,
5. Doda,Kharif,3503,3403.8,0.97,3879,3310,0.85,4155,4412,1.06,4050,7455,1.84,4203,4758,1.13,3781,5640,1.49,3672,3655.2,1,1868,1760,0.94,,,,1905,2892,1.52,1929,2194.6,1.14,1930,3397.3,1.76,1890,3773.3,2,,,,1911,1893,0.99,1401,2148.6,1.53,1509,2191.3,1.45,1570,3115.866,1.98,1382,2979.33,2.16,1438,2061.33,1.43,2271,3295.667,1.45,,,,,,
6. Ganderbal,Kharif,,,,,,,,,,,,,,,,,,,,,,8363,22313,2.67,,,,8078,20208,2.5,7511,15406.6,2.05,7684,18201.3,2.37,7684,14120,1.84,,,,7684,8684,1.13,7831,19157.3,2.45,7832,19386,2.48,7791,22455.866,2.88,8032,23665.33,2.95,7746,24385.33,3.15,7852,24040.27,3.06,,,,,,
7. Jammu,Kharif,50161,97243.1,1.94,50176,87378,1.74,46885,66348,1.42,58426,106547,1.82,53706,90148,1.68,57336,94780,1.65,57324,98602.6,1.72,50716,93887,1.85,,,,53986,99511.3,1.84,55061,83462.6,1.52,55553,108473.3,1.95,56451,112890,2,,,,65470,116969,1.79,79153,135044.6,1.71,67551,100046.6,1.48,64348,167348,2.6,63882,145866.66,2.28,50684,97906.66,1.93,58430,112660.1,1.93,,,,,,
8. Kathua,Kharif,34303,57398.1,1.67,36591,64733,1.77,29420,43402,1.48,30628,55677,1.82,30611,51805,1.69,30747,51393,1.67,31286,54754,1.75,27573,52647,1.91,,,,28488,29596,1.04,31380,57943.3,1.85,31243,63427.3,2.03,31861,56250.6,1.77,,,,33206,51180,1.54,36137,59910,1.66,35913,52686.6,1.47,33925,85781.6,2.53,29962,72371.33,2.42,34329,57943.33,1.69,34066,67937.67,1.99,,,,,,
9. Kishtwar,Kharif,,,,,,,,,,,,,,,,,,,,,,943,887,0.94,,,,997,1518,1.52,1010,2242,2.22,1138,882.6,0.78,1450,1113.3,0.77,,,,1196,144,0.12,1729,1516.6,0.88,1174,1704.6,1.45,1170,3441.266,2.94,1221,3512,2.88,1206,2172.66,1.8,1188,1453.2,1.22,,,,,,
10. Kulgam,Kharif,,,,,,,,,,,,,,,,,,,,,,17961,46447,2.59,,,,19537,49531.3,2.54,18123,49272,2.72,16729,40486.6,2.42,16812,38338,2.28,,,,18344,18025,0.98,12979,25060,1.93,12957,25897.3,2,13315,29356.933,2.2,12955,43644.66,3.37,12966,27350,2.11,12976,36939.67,2.85,,,,,,
11. Kupwara,Kharif,11255,12414,1.1,11784,19275,1.64,11784,19289,1.64,11806,18855,1.6,12013,17800,1.48,13867,22120,1.6,17411,39052.8,2.24,15241,24100,1.58,,,,15182,20057.3,1.32,15182,32679.3,2.15,15647,20338,1.3,15639,27646.6,1.77,,,,17680,18307,1.04,17599,66244,3.76,17403,46568,2.68,17423,40787.333,2.34,17166,37171.33,2.17,17505,38896,2.22,17450,32315.27,1.85,,,,,,
12. Poonch,Kharif,3598,6273.7,1.74,3462,5412,1.56,3440,5126,1.49,3213,5319,1.66,3562,5225,1.47,3584,5367,1.5,3614,5729.5,1.59,3669,6680,1.82,,,,3641,4686.6,1.29,3682,3230,0.88,3592,3543.3,0.99,3621,3802,1.05,,,,3349,4346,1.3,3342,5007.3,1.5,2859,4174,1.46,2828,6839.933,2.42,2796,5664,2.03,2935,5130,1.75,2905,5653.067,1.95,,,,,,
13. Pulwama,Kharif,23330,29299.7,1.26,22359,42734,1.91,22328,38470,1.72,25017,50737,2.03,23029,60261,2.62,22864,59487,2.6,18288,51285.6,2.8,16734,46067,2.75,,,,16408,32964,2.01,16409,30472.6,1.86,16576,42664,2.57,16567,48553.3,2.93,,,,16100,6603,0.41,12983,34130,2.63,14237,38807.3,2.73,12014,20756.333,1.73,12360,28103.33,2.27,11889,32205.33,2.71,11649,27626.67,2.37,,,,,,
14. Rajauri,Kharif,6418,8476.2,1.32,5609,10692,1.91,6100,11647,1.91,8493,14603,1.72,5719,10231,1.79,6759,12587,1.86,5661,9358,1.65,15684,24853,1.58,,,,5313,8094,1.52,5454,7724.6,1.42,5291,6332.6,1.2,4991,7182.6,1.44,,,,5035,4059,0.81,9135,10251.3,1.12,4410,4519.3,1.02,4402,7674.266,1.74,4812,8390.66,1.74,4689,5851.33,1.25,4813,6460.133,1.34,,,,,,
15. Ramban,Kharif,,,,,,,,,,,,,,,,,,,,,,1261,1187,0.94,,,,1261,1880.6,1.49,1366,2210,1.62,1386,4553.3,3.29,1386,3003.3,2.17,,,,1173,546,0.47,6043,9775.3,1.62,5280,6674,1.26,1217,1117.466,0.92,984,1350,1.37,3301,2234,0.68,3302,3354.133,1.02,,,,,,
16. Reasi,Kharif,,,,,,,,,,,,,,,,,,,,,,1721,2027,1.18,,,,1625,1548.6,0.95,3691,3560.6,0.96,1451,1441.3,0.99,1452,1756,1.21,,,,4454,2851,0.64,699,482,0.69,1126,1510,1.34,1122,1846.933,1.65,836,1376,1.65,5824,9297.33,1.6,964,1816.067,1.88,,,,,,
17. Samba,Kharif,,,,,,,,,,,,,,,,,,,,,,11236,20800,1.85,,,,11387,7529.3,0.66,11070,19543.3,1.77,10851,20344.6,1.87,10859,20910,1.93,,,,9123,15145,1.66,16994,26839.3,1.58,19328,29968,1.55,18905,33182.466,1.76,18968,32574.66,1.72,18881,27627.33,1.46,19153,28184.6,1.47,,,,,,
18. Shopian,Kharif,,,,,,,,,,,,,,,,,,,,,,556,1533,2.76,,,,556,1738.6,3.13,556,1282,2.31,556,1838.6,3.31,556,1598,2.87,,,,,,,348,1134.6,3.26,307,1000.6,3.26,307,1049.933,3.42,307,1096.66,3.57,246,661.33,2.69,246,629.0667,2.56,,,,,,
19. Srinagar,Kharif,12022,30701.3,2.55,12022,26550,2.21,10346,24421,2.36,12022,32797,2.73,11736,31402,2.68,11736,35813,3.05,10282,32856.4,3.2,2100,5607,2.67,,,,2441,6349.33,2.6,2389,5023.3,2.1,3757,10076.6,2.68,3709,3794.6,1.02,,,,3977,11779,2.96,2905,7103.3,2.45,2904,7647.3,2.63,2902,7240.8,2.5,2903,7387.33,2.54,2903,6651.33,2.29,4099,10479.8,2.56,,,,,,
20. Udhampur,Kharif,9801,14683.2,1.5,9880,11272,1.14,5856,6187,1.06,9540,10338,1.08,10307,12100,1.17,13319,15120,1.14,10110,10085,1,8649,10180,1.18,,,,7336,5478,0.75,7406,9012.6,1.22,9247,11746.6,1.27,7201,8254.6,1.15,,,,6604,6737,1.02,6296,9340.6,1.48,8325,10673.3,1.28,8325,14571.933,1.75,6685,9663.33,1.45,29743,34078,1.15,7206,9663,1.34,,,,,,
Total (Rice),,244051,415341.8,1.7,249830,422298,1.69,236199,421457,1.78,259815,504797,1.94,250044,492732,1.97,259014,556774,2.15,252516,554256.9,2.19,263246,561355,2.13,,,0,259892,500880.83,1.93,261347,507401.9,1.94,262169,544395.1,2.08,261663,545184,2.08,,,0,275861,344823,1.25,304503,646362,2.12,283443,572212,2.02,273582,663754.592,2.43,262012,615799.276,2.35,280513,587101.28,2.09,267580,581324.9737,2.17,,,0,,,0
29. Sannhamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Anantnag,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,0.35,,,,,,,,,,,,,,,,,,,,,,,,
2. Jammu,Kharif,,,,,,,,,,,,,,,,184,92,0.5,335,167.5,0.5,306,153,0.5,,,,100,50,0.5,114,57,0.5,39,19.5,0.5,17,8.5,0.5,,,,18,9,0.5,,,,15,13,0.87,24,21.1,0.88,,,,,,,,,,,,,,,
3. Kathua,Kharif,,,,,,,,,,,,,,,,11,5.5,0.5,,,,8,4,0.5,,,,2,1.1,0.55,3,1.6,0.53,1,0.6,0.6,1,0.6,0.6,,,,2,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,
4. Rajauri,Kharif,,,,,,,,,,,,,,,,2,1,0.5,,,,,,,,,,,,,,,,2,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Reasi,Kharif,,,,,,,,,,,,,,,,,,,,,,11,11.5,1.05,,,,,,,,,,,,,3,3.2,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
